assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
146602615,139568018,Drepanosticta makilingia,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Drepanosticta,makilingia,,,,"Gapud, 2006",Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Decreasing,Global
146602665,139568933,Drepanosticta sugbo,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Drepanosticta,sugbo,,,,"Villanueva &amp; Seidenschwarz, 2012",Critically Endangered,"B1ab(ii,iii)",3.1,Decreasing,Global
146602680,139569432,Drepanosticta trimaculata,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Drepanosticta,trimaculata,,,,"Lieftinck, 1939",Critically Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
146602710,139569928,Sulcosticta viticula,ANIMALIA,ARTHROPODA,ODONATA,INSECTA,PLATYSTICTIDAE,Sulcosticta,viticula,,,,"van Tol, 2005",Critically Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
147392445,39299,Leptopanchax opalescens,ANIMALIA,CHORDATA,CYPRINODONTIFORMES,ACTINOPTERYGII,APLOCHEILIDAE,Leptopanchax,opalescens,,,,"(Myers, 1942)",Critically Endangered,"B2ab(i,ii,iii,iv)",3.1,Decreasing,Global
147524024,13610,Mogurnda furva,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Mogurnda,furva,,,,"Allen &amp; Hoese, 1986",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
147525238,13619,Mogurnda spilota,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Mogurnda,spilota,,,,"Allen &amp; Hoese, 1986",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
147525276,13620,Mogurnda variegata,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Mogurnda,variegata,,,,"Nichols, 1951",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
147525471,13621,Mogurnda vitta,ANIMALIA,CHORDATA,GOBIIFORMES,ACTINOPTERYGII,ELEOTRIDAE,Mogurnda,vitta,,,,"Allen &amp; Hoese, 1986",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
147658677,147658654,Coelatura essoensis,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,UNIONIDAE,Coelatura,essoensis,,,,"(Chaper, 1885)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
147658788,147658723,Pleiodon ovatus,ANIMALIA,MOLLUSCA,UNIONIDA,BIVALVIA,IRIDINIDAE,Pleiodon,ovatus,,,,"(Swainson, 1823)",Critically Endangered,A2c,3.1,Decreasing,Global
147681943,13055,Melanotaenia ajamaruensis,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,MELANOTAENIIDAE,Melanotaenia,ajamaruensis,,,,"Allen &amp; Cross, 1980",Critically Endangered,B2ab(v),3.1,Decreasing,Global
147682606,13070,Melanotaenia oktediensis,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,MELANOTAENIIDAE,Melanotaenia,oktediensis,,,,"Allen &amp; Cross, 1980",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
147682671,13072,Melanotaenia parva,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,MELANOTAENIIDAE,Melanotaenia,parva,,,,"Allen, 1990",Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
147757519,18547,Pseudomugil paskai,ANIMALIA,CHORDATA,ATHERINIFORMES,ACTINOPTERYGII,PSEUDOMUGILIDAE,Pseudomugil,paskai,,,,"Allen &amp; Ivantsoff, 1986",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
147759615,9944,Hephaestus adamsoni,ANIMALIA,CHORDATA,PERCIFORMES,ACTINOPTERYGII,TERAPONTIDAE,Hephaestus,adamsoni,,,,"(Trewavas, 1940)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
148448300,148448254,Microphysogobio rapidus,ANIMALIA,CHORDATA,CYPRINIFORMES,ACTINOPTERYGII,GOBIONIDAE,Microphysogobio,rapidus,,,,"Chae &amp; Yang, 1999",Critically Endangered,A2ace+4ace,3.1,Decreasing,Global
148944830,148944579,Tarphiophasis leleupi,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,TENEBRIONIDAE,Tarphiophasis,leleupi,,,,"Ardoin, 1972",Critically Endangered,"B1ab(i,ii,iii,v)",3.1,Decreasing,Global
149120216,169382,Amphilophus zaliosus,ANIMALIA,CHORDATA,CICHLIFORMES,ACTINOPTERYGII,CICHLIDAE,Amphilophus,zaliosus,,,,"(Barlow, 1976)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
149164125,149164123,Cheilosia katara,ANIMALIA,ARTHROPODA,DIPTERA,INSECTA,SYRPHIDAE,Cheilosia,katara,,,,"Claussen &amp; Vujić, 1993",Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
149165112,149165101,Riponnensia daccordii,ANIMALIA,ARTHROPODA,DIPTERA,INSECTA,SYRPHIDAE,Riponnensia,daccordii,,,,"(Claussen, 1991)",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,"Global, Europe & Mediterranean"
149165632,149165628,Brachyopa minima,ANIMALIA,ARTHROPODA,DIPTERA,INSECTA,SYRPHIDAE,Brachyopa,minima,,,,"Vujić &amp; Pérez-Bañón, 2016",Critically Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,"Global, Europe & Mediterranean"
149478697,145409081,Scutiger spinosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Scutiger,spinosus,,,,"Jiang, Wang, Li &amp; Che, 2016",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
149680186,149680126,Mysticellus franki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Mysticellus,franki,,,,"Garg &amp; Biju, 2019",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
149682627,149682598,Leptobrachella lateralis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,lateralis,,,,"(Anderson, 1871)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
149685455,149685315,Leptobrachella rowleyae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Leptobrachella,rowleyae,,,,"(Nguyen, Poyarkov, Le, Vo, Ninh, Duong, Murphy &amp; Sang, 2018)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
149686580,149686569,Adenomera phonotriccus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LEPTODACTYLIDAE,Adenomera,phonotriccus,,,,"Carvalho, Giaretta, Angulo, Haddad &amp; Peloso, 2019",Critically Endangered,"B1ab(i,ii,iii)",3.1,Decreasing,Global
149708576,145404746,Gracixalus jinggangensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Gracixalus,jinggangensis,,,,"Zeng, Zhao, Chen, Chen, Zhang &amp; Wang, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150083977,150083972,Pristimantis barrigai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,barrigai,,,,"Brito &amp; Almendáriz C., 2018",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150084001,150083996,Pristimantis caniari,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,caniari,,,,"Rámírez-Jaramillo, Reyes-Puig, Batallas-R. &amp; Yánez-Muñoz, 2018",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150084014,150084009,Pristimantis erythros,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,erythros,,,,"Sánchez-Nivicela, Celi-Piedra, Posse-Sarmiento, Urgilés, Yánez-Muñoz &amp; Cisneros-Heredia, 2018",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150084049,150084044,Pristimantis mallii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,mallii,,,,"Reyes-Puig, Reyes-Puig, Velarde-Garcéz, Dávalos, Mancero, Navarrete, Yánez-Muñoz, Cisneros-Heredia &amp; Ron, 2019",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150084887,150084884,Stumpffia betampona,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,betampona,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150084898,150084895,Stumpffia contumelia,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,contumelia,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150084920,150084917,Stumpffia diutissima,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,diutissima,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150084931,150084928,Stumpffia dolchi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,dolchi,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150084942,150084939,Stumpffia edmondsi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,edmondsi,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150084953,150084950,Stumpffia fusca,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,fusca,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150084975,150084972,Stumpffia huwei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,huwei,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150084997,150084994,Stumpffia jeannoeli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,jeannoeli,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150085008,150085005,Stumpffia larinki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,larinki,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150085019,150085016,Stumpffia makira,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,makira,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150085030,150085027,Stumpffia maledicta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,maledicta,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150085052,150085049,Stumpffia meikeae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,meikeae,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150085063,150085060,Stumpffia miovaova,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,miovaova,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150085118,150085115,Stumpffia spandei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Stumpffia,spandei,,,,"Rakotoarison, Scherz, Glaw, Köhler, Andreone, Franzen, Glos, Hawlitschek, Jono, Mori, Ndriantsoa, Raminosoa, Riemann, Rödel, Rosa, Vieites, Crottini &amp; Vences, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150085144,150085139,Rhombophryne diadema,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Rhombophryne,diadema,,,,"Scherz, Hawlitschek, Andreone, Rakotoarison, Vences &amp; Glaw, 2017",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
150087885,150087877,Megophrys oreocrypta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,oreocrypta,,,,"Mahony, Kamei, Teeling &amp; Biju, 2018",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150088895,150088892,Hyloscirtus hillisi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Hyloscirtus,hillisi,,,,"Ron, Caminer, Varela-Jaramillo &amp; Almeida-Reinoso, 2018",Critically Endangered,"A3c; B1ab(iii,v)",3.1,Decreasing,Global
150123307,150107127,Amphilophus astorquii,ANIMALIA,CHORDATA,CICHLIFORMES,ACTINOPTERYGII,CICHLIDAE,Amphilophus,astorquii,,,,"Stauffer, McCrary &amp; Black, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150123312,150107133,Amphilophus chancho,ANIMALIA,CHORDATA,CICHLIFORMES,ACTINOPTERYGII,CICHLIDAE,Amphilophus,chancho,,,,"Stauffer, McCrary &amp; Black, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150123317,150107194,Amphilophus flaveolus,ANIMALIA,CHORDATA,CICHLIFORMES,ACTINOPTERYGII,CICHLIDAE,Amphilophus,flaveolus,,,,"Stauffer, McCrary &amp; Black, 2008",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150123322,150122729,Amphilophus globosus,ANIMALIA,CHORDATA,CICHLIFORMES,ACTINOPTERYGII,CICHLIDAE,Amphilophus,globosus,,,,"Geiger, McCrary &amp; Stauffer, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150123342,150122874,Amphilophus supercilius,ANIMALIA,CHORDATA,CICHLIFORMES,ACTINOPTERYGII,CICHLIDAE,Amphilophus,supercilius,,,,"Geiger, McCrary &amp; Stauffer, 2010",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
150636259,145403027,Megophrys insularis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,insularis,,,,"(Wang, Liu, Lyu, Zeng &amp; Wang, 2017)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
151136107,165391,Sierraia outambensis,ANIMALIA,MOLLUSCA,LITTORINIMORPHA,GASTROPODA,BITHYNIIDAE,Sierraia,outambensis,,,,"Brown, 1988",Critically Endangered,B2ab(iii),3.1,Decreasing,"Global, Pan-Africa & Western Africa"
151144002,184556,Potadoma angulata,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PACHYCHILIDAE,Potadoma,angulata,,,,"Thiele, 1928",Critically Endangered,"B1ab(ii,iii,iv)+2ab(ii,iii,iv)",3.1,Decreasing,"Global, Central Africa & Pan-Africa"
151144126,165383,Potadoma bicarinata,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PACHYCHILIDAE,Potadoma,bicarinata,,,,"Mandahl-Barth, 1967",Critically Endangered,A3c,3.1,Decreasing,"Global, Pan-Africa & Western Africa"
151145661,184603,Potadoma riperti,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PACHYCHILIDAE,Potadoma,riperti,,,,"Samé-Ekobo &amp; Kristensen, 1985",Critically Endangered,"A3c; B1ab(iii,v)+2ab(iii,v); D",3.1,Decreasing,"Global, Central Africa & Pan-Africa"
151145826,165394,Potadoma togoensis,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,PACHYCHILIDAE,Potadoma,togoensis,,,,"Thiele, 1928",Critically Endangered,A3ce; B1ab(iii)+2ab(iii),3.1,Decreasing,"Global, Pan-Africa & Western Africa"
151150148,165406,Melanoides voltae,ANIMALIA,MOLLUSCA,SORBEOCONCHA,GASTROPODA,THIARIDAE,Melanoides,voltae,,,,"(Thiele, 1928)",Critically Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); D",3.1,Decreasing,"Global, Pan-Africa & Western Africa"
152015479,44575,Atlantoraja castelnaui,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Atlantoraja,castelnaui,,,,"(Miranda Ribeiro, 1907)",Critically Endangered,A2bd,3.1,Decreasing,Global
152267235,152267192,Cnemaspis godagedarai,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GEKKONIDAE,Cnemaspis,godagedarai,,,,"Silva, Bauer, Botejue &amp; Karunarathna, 2019",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
152343094,152343042,Diasporus pequeno,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,ELEUTHERODACTYLIDAE,Diasporus,pequeno,,,,"Batista, Köhler, Mebert, Hertz &amp; Vesely, 2016",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
152556903,61844,Choerophryne sanguinopicta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Choerophryne,sanguinopicta,,,,"(Kraus &amp; Allison, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
152558099,135992,Cophixalus misimae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Cophixalus,misimae,,,,"Richards &amp; Oliver, 2007",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
152845178,60344,Anguilla anguilla,ANIMALIA,CHORDATA,ANGUILLIFORMES,ACTINOPTERYGII,ANGUILLIDAE,Anguilla,anguilla,,,,"(Linnaeus, 1758)",Critically Endangered,A2bd+4bd,3.1,Decreasing,Global
153631865,153631826,Pristimantis andinogigas,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Pristimantis,andinogigas,,,,"Yánez-Muñoz, Veintimilla-Yánez, Batallas-R. &amp; Cisneros-Heredia, 2019",Critically Endangered,A2a; B1ab(v),3.1,Decreasing,Global
154029940,154029930,Brachycephalus mirissimus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BRACHYCEPHALIDAE,Brachycephalus,mirissimus,,,,"Pie, Ribeiro, Confetti, Nadaline &amp; Bornschein, 2018",Critically Endangered,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,Decreasing,Global
154045965,154045958,Hemiphractus elioti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Hemiphractus,elioti,,,,"Hill, Martin, Stanley &amp; Mendelson, 2018",Critically Endangered,C2a(i),3.1,Decreasing,Global
154046331,154046289,Hemiphractus panamensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HEMIPHRACTIDAE,Hemiphractus,panamensis,,,,"(Stejneger, 1917)",Critically Endangered,A2ace,3.1,Decreasing,Global
154047903,154047620,Ischnocnema garciai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BRACHYCEPHALIDAE,Ischnocnema,garciai,,,,"Taucce, Canedo &amp; Haddad, 2018",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
154120366,55113,Allobates mcdiarmidi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,AROMOBATIDAE,Allobates,mcdiarmidi,,,,"(Reynolds &amp; Foster, 1992)",Critically Endangered,C2a(i),3.1,Decreasing,Global
154195923,89183450,Cryptotriton xucaneborum,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Cryptotriton,xucaneborum,,,,"Rovito, Vázquez-Almazán, Papenfuss, Parra-Olea, &amp; Wake, 2015",Critically Endangered,"B1ab(iii,iv,v)+2ab(iii,iv,v)",3.1,Decreasing,Global
154324500,48280087,Bachia psamophila,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Bachia,psamophila,,,,"Rodrigues, Pavan &amp; Curcio, 2007",Critically Endangered,A2c,3.1,Decreasing,Global
154331481,55443,Hyloscirtus charazani,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Hyloscirtus,charazani,,,,"(Vellard, 1970)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
154331598,55446,Hyloscirtus chlorosteus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Hyloscirtus,chlorosteus,,,,"(Reynolds &amp; Foster, 1992)",Critically Endangered,D,3.1,Decreasing,Global
154333029,57067,Oreobates zongoensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Oreobates,zongoensis,,,,"(Reichle &amp; Köhler, 1997)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
154333919,57226,Microkayla pinguis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Microkayla,pinguis,,,,"(Harvey &amp; Ergueta, 1998)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
154334258,57326,Telmatobius bolivianus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,bolivianus,,,,"Parker, 1940",Critically Endangered,A2ace; C2a(i),3.1,Decreasing,Global
154334406,57337,Telmatobius edaphonastes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,edaphonastes,,,,"De la Riva, 1994",Critically Endangered,C2a(i),3.1,Decreasing,Global
154335028,57361,Telmatobius sibiricus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,sibiricus,,,,"De la Riva &amp; Harvey, 2003",Critically Endangered,A2ace; C2a(i),3.1,Decreasing,Global
154335151,57362,Telmatobius simonsi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,simonsi,,,,"Parker, 1940",Critically Endangered,A2ace,3.1,Decreasing,Global
154335329,57367,Telmatobius verrucosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,verrucosus,,,,"Werner, 1899",Critically Endangered,A2ace,3.1,Decreasing,Global
154335458,57369,Telmatobius yuracare,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,yuracare,,,,"De la Riva, 1994",Critically Endangered,"A2ace; C2a(i,ii); D",3.1,Decreasing,Global
154335721,61749,Nannophryne apolobambica,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Nannophryne,apolobambica,,,,"(De la Riva, Ríos &amp; Aparicio, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
154337899,136130,Telmatobius espadai,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,TELMATOBIIDAE,Telmatobius,espadai,,,,"De la Riva, 2005",Critically Endangered,C2a(i),3.1,Decreasing,Global
154338023,136145,Microkayla kallawaya,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Microkayla,kallawaya,,,,"(De la Riva &amp; Martínez-Solano in De la Riva, 2007)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
154338150,136150,Microkayla saltator,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,STRABOMANTIDAE,Microkayla,saltator,,,,"(De la Riva, Reichle &amp; Bosch in De la Riva, 2007)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
154735033,22714704,Acrocephalus sorghophilus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Acrocephalus,sorghophilus,,,,"(Swinhoe, 1863)",Critically Endangered,A2bc,3.1,Decreasing,Global
154738156,22693452,Calidris pygmaea,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,pygmaea,,,,"(Linnaeus, 1758)",Critically Endangered,A2abcd; C1+2a(ii),3.1,Decreasing,Global
156578206,54716,Duttaphrynus noellerti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Duttaphrynus,noellerti,,,,"(Manamendra-Arachchi &amp; Pethiyagoda, 1998)",Critically Endangered,A2ace,3.1,Decreasing,Global
156582876,58866,Pseudophilautus lunatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Pseudophilautus,lunatus,,,,"(Manamendra-Arachchi &amp; Pethiyagoda, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
156583593,58881,Pseudophilautus ocularis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Pseudophilautus,ocularis,,,,"(Manamendra-Arachchi &amp; Pethiyagoda, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
156585290,58905,Pseudophilautus simba,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Pseudophilautus,simba,,,,"(Manamendra-Arachchi &amp; Pethiyagoda, 2005)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
