internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
136145,Microkayla kallawaya,"Phrynopus kallawaya De la Riva & Martínez-Solano in De la Riva, 2007",Phrynopus,kallawaya,"De la Riva & Martínez-Solano in De la Riva, 2007",,
136145,Microkayla kallawaya,"Psychrophrynella kallawaya (De la Riva &amp; Martínez-Solano in De la Riva, 2007)",Psychrophrynella,kallawaya,"(De la Riva &amp; Martínez-Solano in De la Riva, 2007)",,
136150,Microkayla saltator,"Phrynopus saltator De la Riva, Reichle & Bosch in De la Riva, 2007",Phrynopus,saltator,"De la Riva, Reichle & Bosch in De la Riva, 2007",,
136150,Microkayla saltator,"Psychrophrynella saltator (De la Riva, Reichle &amp; Bosch in De la Riva, 2007)",Psychrophrynella,saltator,"(De la Riva, Reichle &amp; Bosch in De la Riva, 2007)",,
22693452,Calidris pygmaea,"Eurynorhynchus pygmeus (Linnaeus, 1758)",Eurynorhynchus,pygmeus,"(Linnaeus, 1758)",,
54716,Duttaphrynus noellerti,"Bufo noellerti Manamendra-Arachchi & Pethiyagoda, 1998",Bufo,noellerti,"Manamendra-Arachchi & Pethiyagoda, 1998",,
58866,Pseudophilautus lunatus,"Philautus lunatus Manamendra-Arachchi & Pethiyagoda, 2005",Philautus,lunatus,"Manamendra-Arachchi & Pethiyagoda, 2005",,
58881,Pseudophilautus ocularis,"Philautus ocularis Manamendra-Arachchi & Pethiyagoda, 2005",Philautus,ocularis,"Manamendra-Arachchi & Pethiyagoda, 2005",,
58905,Pseudophilautus simba,"Philautus simba  Manamendra-Arachchi & Pethiyagoda, 2005",Philautus,simba," Manamendra-Arachchi & Pethiyagoda, 2005",,
58919,Pseudophilautus stellatus,"Philautus stellatus Bossuyt & Dubois, 2001",Philautus,stellatus,"Bossuyt & Dubois, 2001",,
58919,Pseudophilautus stellatus,"Polypedates stellata Kelaart, 1853",Polypedates,stellata,"Kelaart, 1853",,
61884,Pseudophilautus mooreorum,"Philautus mooreorum Meegaskumbura & Manamendra-Arachchi, 2005",Philautus,mooreorum,"Meegaskumbura & Manamendra-Arachchi, 2005",,
61887,Pseudophilautus poppiae,"Philautus poppiae Meegaskumbura & Manamendra-Arachchi, 2005",Philautus,poppiae,"Meegaskumbura & Manamendra-Arachchi, 2005",,
18600,Pseudoscaphirhynchus hermanni,"Scaphirhynchus hermanni Kessler, 1877",Scaphirhynchus,hermanni,"Kessler, 1877",,
18600,Pseudoscaphirhynchus hermanni,"Pseudoscaphirhynchus hermani (Severtzov, 1877)",Pseudoscaphirhynchus,hermani,"(Severtzov, 1877)",,
18599,Pseudoscaphirhynchus fedtschenkoi,"Scaphirhynchus fedtschenkoi Kessler, 1872",Scaphirhynchus,fedtschenkoi,"Kessler, 1872",,
55492,Isthmohyla graceae,"Hyla  graceae  Myers & Duellman, 1982",Hyla ,graceae ,"Myers & Duellman, 1982",,
160883244,Flexiseps valhallae,"Sepsina valhallae Boulenger, 1909",Sepsina,valhallae,"Boulenger, 1909",,
160883244,Flexiseps valhallae,"Amphiglossus valhallae (Boulenger, 1909)",Amphiglossus,valhallae,"(Boulenger, 1909)",,
160883244,Flexiseps valhallae,"Scelotes valhallae (Boulenger, 1909)",Scelotes,valhallae,"(Boulenger, 1909)",,
59389,Isthmura naucampatepetl,"Pseudoeurycea naucampatepetl Parra-Olea, Papenfuss &amp; Wake, 2001",Pseudoeurycea,naucampatepetl,"Parra-Olea, Papenfuss &amp; Wake, 2001",,
162207827,Cephaloscyllium fasciatum,"Cephaloscyllium pardelotum Schaaf-Da Silva &amp; Ebert, 2008",Cephaloscyllium,pardelotum,"Schaaf-Da Silva &amp; Ebert, 2008",,
162207827,Cephaloscyllium fasciatum,"Cephaloscyllium maculatum Schaaf-Da Silva &amp; Ebert, 2008",Cephaloscyllium,maculatum,"Schaaf-Da Silva &amp; Ebert, 2008",,
132874,Scolymia lacera,"Madrepora laceras Pallas, 1766",Madrepora,laceras,"Pallas, 1766",,
133006,Acropora palmata,"Heteropora flabellum (Lamarck, 1816)",Heteropora,flabellum,"(Lamarck, 1816)",,
133006,Acropora palmata,"Madrepora palmata Lamarck, 1816",Madrepora,palmata,"Lamarck, 1816",,
133006,Acropora palmata,"Acropora alces (Dana, 1846)",Acropora,alces,"(Dana, 1846)",,
133006,Acropora palmata,"Isopora muricata ssp. palmata (Lamarck, 1816)",Isopora,muricata,,subspecies,"(Lamarck, 1816)"
133006,Acropora palmata,"Madrepora thomassiana Duchassaing & Michelotti, 1860",Madrepora,thomassiana,"Duchassaing & Michelotti, 1860",,
133006,Acropora palmata,"Acropora flabellum (Lamarck, 1816)",Acropora,flabellum,"(Lamarck, 1816)",,
133053,Scolymia cubensis,"Lithophyllia cubensis (Milne Edwards & Haime, 1848)",Lithophyllia,cubensis,"(Milne Edwards & Haime, 1848)",,
133053,Scolymia cubensis,"Scolymia  lacera ssp. cubensis (Milne Edwards & Haime, 1849)",Scolymia ,lacera,,subspecies,"(Milne Edwards & Haime, 1849)"
133053,Scolymia cubensis,"Caryophillia  cubensis Milne Edwards & Haime, 1848",Caryophillia ,cubensis,"Milne Edwards & Haime, 1848",,
133155,Pseudodiploria strigosa,"Meandrina strigosa Dana, 1846",Meandrina,strigosa,"Dana, 1846",,
133155,Pseudodiploria strigosa,"Maeandrina strigosa (Dana, 1846)",Maeandrina,strigosa,"(Dana, 1846)",,
133155,Pseudodiploria strigosa,"Coeloria strigosa (Dana, 1846)",Coeloria,strigosa,"(Dana, 1846)",,
133155,Pseudodiploria strigosa,"Diploria strigosa (Dana, 1848)",Diploria,strigosa,"(Dana, 1848)",,
133224,Meandrina meandrites,"Brachymaeandrina pachychila Ehrenberg, 1834",Brachymaeandrina,pachychila,"Ehrenberg, 1834",,
133224,Meandrina meandrites,"Ctenophyllia profunda Dana, 1846",Ctenophyllia,profunda,"Dana, 1846",,
133224,Meandrina meandrites,"Ctenophyllia pectinata Lamarck, 1801",Ctenophyllia,pectinata,"Lamarck, 1801",,
133224,Meandrina meandrites,"Platygyra labyrinthica Ehrenberg, 1834",Platygyra,labyrinthica,"Ehrenberg, 1834",,
133224,Meandrina meandrites,"Ctenophyllia pachyphylla Ehrenberg, 1834",Ctenophyllia,pachyphylla,"Ehrenberg, 1834",,
133224,Meandrina meandrites,"Ctenophyllia quadrata Dana, 1846",Ctenophyllia,quadrata,"Dana, 1846",,
133224,Meandrina meandrites,"Coeloria pachychila Ehrenberg, 1834",Coeloria,pachychila,"Ehrenberg, 1834",,
133224,Meandrina meandrites,"Madrepora meandrites Linnaeus, 1758",Madrepora,meandrites,"Linnaeus, 1758",,
133255,Agaricia humilis,"Undaria humilis (Verrill, 1902)",Undaria,humilis,"(Verrill, 1902)",,
133257,Diploria labyrinthiformis,"Diploria cerebreformis (Lamarck, 1816)",Diploria,cerebreformis,"(Lamarck, 1816)",,
133257,Diploria labyrinthiformis,"Meandrina laberintiformis (Linnaeus, 1758) [orth. error]",Meandrina,laberintiformis,"(Linnaeus, 1758) [orth. error]",,
133257,Diploria labyrinthiformis,"Maeandrina labyrinthiformis (Linnaeus, 1758)",Maeandrina,labyrinthiformis,"(Linnaeus, 1758)",,
133257,Diploria labyrinthiformis,"Maeandra labyrinthiformis (Linnaeus, 1758)",Maeandra,labyrinthiformis,"(Linnaeus, 1758)",,
133257,Diploria labyrinthiformis,"Coeloria labyrinthiformis Linnaeus, 1758",Coeloria,labyrinthiformis,"Linnaeus, 1758",,
133257,Diploria labyrinthiformis,"Maeandra cerebriformis Lamarck, 1816",Maeandra,cerebriformis,"Lamarck, 1816",,
133257,Diploria labyrinthiformis,"Maeandrina abyrinthiformis Linnaeus, 1758",Maeandrina,abyrinthiformis,"Linnaeus, 1758",,
133257,Diploria labyrinthiformis,"Maeandrina sinuosa Le Sueur, 1820",Maeandrina,sinuosa,"Le Sueur, 1820",,
133257,Diploria labyrinthiformis,"Meandrina cerebriformis Lamarck, 1816",Meandrina,cerebriformis,"Lamarck, 1816",,
133257,Diploria labyrinthiformis,"Madrepora labyrinthiformis Linnaeus, 1758",Madrepora,labyrinthiformis,"Linnaeus, 1758",,
133381,Acropora cervicornis,"Madrepora cervicornis Lamarck, 1816",Madrepora,cervicornis,"Lamarck, 1816",,
133381,Acropora cervicornis,"Heteropora cervicornis (Lamarck, 1816)",Heteropora,cervicornis,"(Lamarck, 1816)",,
133381,Acropora cervicornis,"Acropora attenuata (Brook, 1893)",Acropora,attenuata,"(Brook, 1893)",,
133389,Siderastrea siderea,Madrepora siderea Ellis & Solander 1786,Madrepora,siderea,Ellis & Solander 1786,,
133389,Siderastrea siderea,"Astraea  siderea (Ellis & Solander, 1786)",Astraea ,siderea,"(Ellis & Solander, 1786)",,
133389,Siderastrea siderea,"Pavonia sidera (Ellis & Solander, 1786)",Pavonia,sidera,"(Ellis & Solander, 1786)",,
133389,Siderastrea siderea,"Siderastrea glynni Budd & Guzman, 1994",Siderastrea,glynni,"Budd & Guzman, 1994",,
133389,Siderastrea siderea,"Siderastrea glynni Budd &amp; Guzman, 1994",Siderastrea,glynni,"Budd &amp; Guzman, 1994",,
133400,Eusmilia fastigiata,"Madrepora fastigiata Pallas, 1766",Madrepora,fastigiata,"Pallas, 1766",,
133400,Eusmilia fastigiata,"Eusmilia silene Duchassaing & Michelotti, 1860",Eusmilia,silene,"Duchassaing & Michelotti, 1860",,
133400,Eusmilia fastigiata,"Lithodendron fastigiatum Pallas, 1766",Lithodendron,fastigiatum,"Pallas, 1766",,
133400,Eusmilia fastigiata,"Eusmilia knorri Milne Edwards & Haime, 1848",Eusmilia,knorri,"Milne Edwards & Haime, 1848",,
133400,Eusmilia fastigiata,"Lobophyllia fastigiata Pallas, 1766",Lobophyllia,fastigiata,"Pallas, 1766",,
133400,Eusmilia fastigiata,"Lithodendron capitatum Schweigger, 1819",Lithodendron,capitatum,"Schweigger, 1819",,
133400,Eusmilia fastigiata,"Eusmilia alticostata Milne Edwards & Haime, 1848",Eusmilia,alticostata,"Milne Edwards & Haime, 1848",,
133400,Eusmilia fastigiata,"Eusmilia aspera Milne Edwards & Haime, 1851",Eusmilia,aspera,"Milne Edwards & Haime, 1851",,
133439,Agaricia tenuifolia,"Agaricia agaricites var. tenuifolia Dana, 1846",Agaricia,agaricites,,variety,"Dana, 1846"
133439,Agaricia tenuifolia,"Undaria tennuifolia (Dana, 1846)",Undaria,tennuifolia,"(Dana, 1846)",,
133439,Agaricia tenuifolia,"Agaricia agaricites var. pusilla Verrill, 1901",Agaricia,agaricites,,variety,"Verrill, 1901"
133439,Agaricia tenuifolia,"Agaricia cristata var. tenuifolia Dana, 1846",Agaricia,cristata,,variety,"Dana, 1846"
133461,Meandrina brasiliensis,"Ctenophyllia brasiliensis Milne Edwards & Haime, 1848",Ctenophyllia,brasiliensis,"Milne Edwards & Haime, 1848",,
133461,Meandrina brasiliensis,"Meandrina braziliensis (Milne Edwards & Haime, 1848)",Meandrina,braziliensis,"(Milne Edwards & Haime, 1848)",,
133477,Mussismilia leptophylla,"Favia leptophylla Verrill, 1868",Favia,leptophylla,"Verrill, 1868",,
133477,Mussismilia leptophylla,"Heliastraea aperta Verrill, 1868",Heliastraea,aperta,"Verrill, 1868",,
133477,Mussismilia leptophylla,"Montastraea aperta (Verrill, 1868)",Montastraea,aperta,"(Verrill, 1868)",,
133477,Mussismilia leptophylla,"Orbicella aperta (Verrill, 1868)",Orbicella,aperta,"(Verrill, 1868)",,
133522,Helioseris cucullata,"Mycedia cucullata (Ellis & Solander, 1786)",Mycedia,cucullata,"(Ellis & Solander, 1786)",,
133522,Helioseris cucullata,"Leptoseris cucullata (Ellis & Solander, 1786)",Leptoseris,cucullata,"(Ellis & Solander, 1786)",,
133522,Helioseris cucullata,"Mycedium cucullatum (Ellis & Solander, 1786)",Mycedium,cucullatum,"(Ellis & Solander, 1786)",,
133522,Helioseris cucullata,"Agaricia cucullata (Ellis & Solander, 1786)",Agaricia,cucullata,"(Ellis & Solander, 1786)",,
133522,Helioseris cucullata,"Agaricia nobilis Verrill, 1901",Agaricia,nobilis,"Verrill, 1901",,
133522,Helioseris cucullata,"Madrepora cucullata Ellis & Solander, 1786",Madrepora,cucullata,"Ellis & Solander, 1786",,
133586,Mussismilia braziliensis,"Mussa braziliensis (Verrill, 1868)",Mussa,braziliensis,"(Verrill, 1868)",,
133586,Mussismilia braziliensis,"Acanthastraea braziliensis Verrill, 1868",Acanthastraea,braziliensis,"Verrill, 1868",,
194960468,Bufoides meghalayanus,"Ansonia meghalayana Yazdani & Chanda, 1971",Ansonia,meghalayana,"Yazdani & Chanda, 1971",,
194960468,Bufoides meghalayanus,"Bufoides meghalayana (Yazdani & Chanda, 1971) [orth. error]",Bufoides,meghalayana,"(Yazdani & Chanda, 1971) [orth. error]",,
58873,Philautus microdiscus,"Rhacophorus microdiscus Annandale, 1912",Rhacophorus,microdiscus,"Annandale, 1912",,
186165,Raorchestes marki,"Pseudophilautus marki (Biju & Bossuyt, 2009)",Pseudophilautus,marki,"(Biju & Bossuyt, 2009)",,
186165,Raorchestes marki,"Philautus marki Biju & Bossuyt, 2009",Philautus,marki,"Biju & Bossuyt, 2009",,
122914337,Oarisma powesheik,"Hesperia powesheik Parker, 1870",Hesperia,powesheik,"Parker, 1870",,
136939,Piliocolobus rufomitratus,"Procolobus rufomitratus ssp. rufomitratus (Peters, 1879)",Procolobus,rufomitratus,,subspecies,"(Peters, 1879)"
136939,Piliocolobus rufomitratus,"Colobus rufomitratus Peters, 1879",Colobus,rufomitratus,"Peters, 1879",,
18248,Piliocolobus waldroni,"Procolobus badius ssp. waldronae (Hayman, 1936) [alternate spelling]",Procolobus,badius,,subspecies,"(Hayman, 1936) [alternate spelling]"
18248,Piliocolobus waldroni,"Procolobus badius ssp. waldroni (Hayman, 1936)",Procolobus,badius,,subspecies,"(Hayman, 1936)"
18248,Piliocolobus waldroni,"Piliocolobus badius ssp. waldroni (Hayman, 1936)",Piliocolobus,badius,,subspecies,"(Hayman, 1936)"
18248,Piliocolobus waldroni,"Piliocolobus waldronae (Hayman, 1936)",Piliocolobus,waldronae,"(Hayman, 1936)",,
15414,Orachrysops niobe,"Lycaena niobe Trimen, 1862",Lycaena,niobe,"Trimen, 1862",,
15767,Chrysoritis dicksoni,"Phasis dicksoni Gabriel, 1947",Phasis,dicksoni,"Gabriel, 1947",,
15767,Chrysoritis dicksoni,"Oxychaeta dicksoni (Gabriel, 1947)",Oxychaeta,dicksoni,"(Gabriel, 1947)",,
5146,Colobus vellerosus,"Semnopithecus vellerosus I. Geoffroy Saint-Hilaire, 1834",Semnopithecus,vellerosus,"I. Geoffroy Saint-Hilaire, 1834",,
169518528,Apicencya calva,"Encya ampliata Fairmaire, 1903",Encya,ampliata,"Fairmaire, 1903",,
169518528,Apicencya calva,"Encya calva Waterhouse, 1882",Encya,calva,"Waterhouse, 1882",,
169980360,Pseudenaria fairmairei,"Unguiculenaria fairmairei Dewailly, 1950",Unguiculenaria,fairmairei,"Dewailly, 1950",,
169980360,Pseudenaria fairmairei,"Unguiculenaria grandidieri Dewailly, 1950",Unguiculenaria,grandidieri,"Dewailly, 1950",,
197110,Ceylonosticta subtropica,"Drepanosticta subtropica (Fraser, 1933)",Drepanosticta,subtropica,"(Fraser, 1933)",,
22714826,Acrocephalus rimitarae,"Acrocephalus rimatarae (Murphy & Mathews, 1929) [orth. error]",Acrocephalus,rimatarae,"(Murphy & Mathews, 1929) [orth. error]",,
10355,Bokermannohyla izecksohni,"Hyla izecksohni Jim & Caramaschi, 1979",Hyla,izecksohni,"Jim & Caramaschi, 1979",,
56362,Cycloramphus heyeri,"Cycloramphus carvalhoi Heyer, 1983",Cycloramphus,carvalhoi,"Heyer, 1983",,
135887,Ololygon peixotoi,"Scinax perpusillus ssp. queimadensis  Lutz, 1973 [<i>nomen nudum</i>]",Scinax,perpusillus,,subspecies," Lutz, 1973 [<i>nomen nudum</i>]"
135887,Ololygon peixotoi,"Scinax peixotoi Brasileiro, Haddad, Sawaya &amp; Martins, 2007",Scinax,peixotoi,"Brasileiro, Haddad, Sawaya &amp; Martins, 2007",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — BirdLife International (2004)",Ara,ambigua,"(Bechstein, 1811) — BirdLife International (2004)",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — Stotz <i>et al</i>. (1996)",Ara,ambigua,"(Bechstein, 1811) — Stotz <i>et al</i>. (1996)",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — BirdLife International (2000)",Ara,ambigua,"(Bechstein, 1811) — BirdLife International (2000)",,
22685553,Ara ambiguus,"Ara ambigua (Bechstein, 1811) — Sibley and Monroe (1990, 1993)",Ara,ambigua,"(Bechstein, 1811) — Sibley and Monroe (1990, 1993)",,
55623,Bokermannohyla ravida,"Hyla ravida Caramaschi, Napoli & Bernardes, 2001",Hyla,ravida,"Caramaschi, Napoli & Bernardes, 2001",,
55141,Allobates ranoides,"Colostethus ranoides (Boulenger, 1918)",Colostethus,ranoides,"(Boulenger, 1918)",,
55141,Allobates ranoides,"Dendrobates ranoides Boulenger, 1918",Dendrobates,ranoides,"Boulenger, 1918",,
78535878,Platypelis karenae,"Cophyla karenae (Rosa, Crottini, Noel, Rabibisoa, Raxworthy &amp; Andreone, 2014)",Cophyla,karenae,"(Rosa, Crottini, Noel, Rabibisoa, Raxworthy &amp; Andreone, 2014)",,
56513,Craugastor chrysozetetes,"Eleutherodactylus chrysozetetes McCranie, Savage & Wilson, 1989",Eleutherodactylus,chrysozetetes,"McCranie, Savage & Wilson, 1989",,
56598,Craugastor fecundus,"Eleutherodactylus fecundus  McCranie &amp; Wilson, 1997",Eleutherodactylus,fecundus ,"McCranie &amp; Wilson, 1997",,
172740,Furcifer belalandaensis,"Chamaeleo belalandaensis Brygoo & Domergue, 1970",Chamaeleo,belalandaensis,"Brygoo & Domergue, 1970",,
176403220,Urkumayu gladysae,"Corydoras gladysae Calviño &amp; Alonso, 2010",Corydoras,gladysae,"Calviño &amp; Alonso, 2010",,
176403220,Urkumayu gladysae,"Hoplisoma gladysae (Calviño & Alonso, 2010)",Hoplisoma,gladysae,"(Calviño & Alonso, 2010)",,
176403555,Urkumayu petracinii,"Corydoras petracinii Calviño &amp; Alonso, 2010",Corydoras,petracinii,"Calviño &amp; Alonso, 2010",,
176403555,Urkumayu petracinii,"Hoplisoma petracinii (Calviño & Alonso, 2010)",Hoplisoma,petracinii,"(Calviño & Alonso, 2010)",,
172465,Garra arunachalami,"Horalabiosa arunachalami Johnson &amp; Soranam, 2001",Horalabiosa,arunachalami,"Johnson &amp; Soranam, 2001",,
176514970,Matilebias toba,"Austrolebias toba Calviño, 2006",Austrolebias,toba,"Calviño, 2006",,
171844,Lamprotula liedtkei,"Lamprotula nodulosa Wood, 1815",Lamprotula,nodulosa,"Wood, 1815",,
171844,Lamprotula liedtkei,"Quadrula liedtkei Simpson, 1914",Quadrula,liedtkei,"Simpson, 1914",,
14499,Nematogenys inermis,"Trichomycterus inermis Guichenot, 1848",Trichomycterus,inermis,"Guichenot, 1848",,
22720310,Crithagra concolor,"Amblyospiza concolor Bocage, 1888",Amblyospiza,concolor,"Bocage, 1888",,
22720310,Crithagra concolor,"Neospiza concolor (Bocage, 1888)",Neospiza,concolor,"(Bocage, 1888)",,
58125,Phrynobatrachus manengoubensis,"Arthroleptis manengoubensis Angel, 1940",Arthroleptis,manengoubensis,"Angel, 1940",,
69673708,Pyrgomorphula serbica,"Pyrgomorpha serbica Brunner von Wattenwyl, 1882",Pyrgomorpha,serbica,"Brunner von Wattenwyl, 1882",,
19035,Pyxis arachnoides,"Bellemys arachnoides (Bell, 1827)",Bellemys,arachnoides,"(Bell, 1827)",,
19035,Pyxis arachnoides,"Pyxis madagascariensis Lesson, 1831",Pyxis,madagascariensis,"Lesson, 1831",,
19035,Pyxis arachnoides,"Testudo arachnoides (Bell, 1827)",Testudo,arachnoides,"(Bell, 1827)",,
19035,Pyxis arachnoides,"Pyxis aranoides Gray, 1831",Pyxis,aranoides,"Gray, 1831",,
202422,Rhadinella tolpanorum,"Rhadinaea tolpanorum Holm & Cruz, 1994",Rhadinaea,tolpanorum,"Holm & Cruz, 1994",,
49581455,Rhombophryne matavy,"Plethodontohyla matavy (D'Cruze, Köhler, Vences &amp; Glaw, 2010)",Plethodontohyla,matavy,"(D'Cruze, Köhler, Vences &amp; Glaw, 2010)",,
54732,Sclerophrys perreti,"Amietophrynus perreti (Schiøtz, 1963)",Amietophrynus,perreti,"(Schiøtz, 1963)",,
54732,Sclerophrys perreti,"Bufo perreti Schiøtz, 1963",Bufo,perreti,"Schiøtz, 1963",,
79680099,Stumpffia analamaina,"Rhombophryne analamaina (Klages, Glaw, Köhler, Müller, Hipsley &amp; Vences, 2013)",Rhombophryne,analamaina,"(Klages, Glaw, Köhler, Müller, Hipsley &amp; Vences, 2013)",,
65524313,Zoosphaerium alluaudi,"Sphaerotherium alluaudi de Saussure & Zehntner, 1897",Sphaerotherium,alluaudi,"de Saussure & Zehntner, 1897",,
177559297,Amatolebias wichi,"Austrolebias wichi Alonso, Terán, Calviño, García, Cardoso &amp; García, 2018",Austrolebias,wichi,"Alonso, Terán, Calviño, García, Cardoso &amp; García, 2018",,
6715,Latonia nigriventer,"Discoglossus nigriventer Mendelssohn &amp; Steinitz, 1943",Discoglossus,nigriventer,"Mendelssohn &amp; Steinitz, 1943",,
84543703,Heteromirafra archeri,"Heteromirafra sidamoensis Erard, 1975",Heteromirafra,sidamoensis,"Erard, 1975",,
200296187,Cacatua sulphurea,"Psittacus sulphureus Gmelin, 1789",Psittacus,sulphureus,"Gmelin, 1789",,
41712,Eubalaena glacialis,"Balaena glacialis Müller, 1776",Balaena,glacialis,"Müller, 1776",,
9051,Craspedaria moniziana,"Geomitra moniziana (Paiva, 1867)",Geomitra,moniziana,"(Paiva, 1867)",,
9051,Craspedaria moniziana,"Helix moniziana Paiva, 1867",Helix,moniziana,"Paiva, 1867",,
9052,Geomitra tiarella,"Helix tiarella P.B. Webb & S. Berthelot, 1833",Helix,tiarella,"P.B. Webb & S. Berthelot, 1833",,
121001523,Geomitra coronula,"Helix coronula R.T. Lowe, 1852",Helix,coronula,"R.T. Lowe, 1852",,
22692245,Sarothrura ayresi,"Ortygops ayresi  (Gurney, 1877)",Ortygops,ayresi ,"(Gurney, 1877)",,
22692245,Sarothrura ayresi,"Coturnicops ayresi Gurney, 1877",Coturnicops,ayresi,"Gurney, 1877",,
133042,Millepora complanata,"Millepora sancta Duchassaing & Michelotti, 1864",Millepora,sancta,"Duchassaing & Michelotti, 1864",,
133042,Millepora complanata,"Palmipora complanata (Lamarck, 1816)",Palmipora,complanata,"(Lamarck, 1816)",,
133143,Millepora squarrosa,"Millepora faveolata Duchassaing & Michelotti, 1864",Millepora,faveolata,"Duchassaing & Michelotti, 1864",,
133143,Millepora squarrosa,"Millepora tuberculata Duchassaing, 1850",Millepora,tuberculata,"Duchassaing, 1850",,
133143,Millepora squarrosa,"Millepora folliata Milne Edwards, 1860",Millepora,folliata,"Milne Edwards, 1860",,
133143,Millepora squarrosa,"Palmipora tuberculata Duchassaing, 1850",Palmipora,tuberculata,"Duchassaing, 1850",,
39895,Nomascus leucogenys,"Hylobates leucogenys Ogilby, 1840",Hylobates,leucogenys,"Ogilby, 1840",,
22724568,Coracornis sanghirensis,"Colluricincla sanghirensis (Oustalet, 1881)",Colluricincla,sanghirensis,"(Oustalet, 1881)",,
22692181,Heliopais personatus,"Heliopais personata (Gray, 1849) — Sibley and Monroe (1990, 1993)",Heliopais,personata,"(Gray, 1849) — Sibley and Monroe (1990, 1993)",,
22692181,Heliopais personatus,"Heliopais personata (Gray, 1849) — BirdLife International (2004)",Heliopais,personata,"(Gray, 1849) — BirdLife International (2004)",,
22692181,Heliopais personatus,"Heliopais personata (Gray, 1849) — Collar <i>et al</i>. (1994)",Heliopais,personata,"(Gray, 1849) — Collar <i>et al</i>. (1994)",,
22692181,Heliopais personatus,"Heliopais personata (Gray, 1849) — Collar and Andrew (1988)",Heliopais,personata,"(Gray, 1849) — Collar and Andrew (1988)",,
22692181,Heliopais personatus,"Heliopais personata (Gray, 1849) — BirdLife International (2000)",Heliopais,personata,"(Gray, 1849) — BirdLife International (2000)",,
9676,Hapalemur alaotrensis,"Hapalemur griseus ssp. alaotrensis (Rumpler, 1975)",Hapalemur,griseus,,subspecies,"(Rumpler, 1975)"
12876,Mauremys annamensis,"Annamemys annamensis (Siebenrock, 1903)",Annamemys,annamensis,"(Siebenrock, 1903)",,
12876,Mauremys annamensis,"Annamemys merkleni Bourret, 1940",Annamemys,merkleni,"Bourret, 1940",,
12876,Mauremys annamensis,"Cyclemys annamensis Siebenrock, 1903",Cyclemys,annamensis,"Siebenrock, 1903",,
22723786,Geospiza heliobates,"Camarhynchus heliobates (Snodgrass & Heller, 1901)",Camarhynchus,heliobates,"(Snodgrass & Heller, 1901)",,
22682464,Rhinoplax vigil,"Buceros vigil ssp. vigil Forster, 1781 — Collar <i>et al</i>. (1994)",Buceros,vigil,,subspecies,"Forster, 1781 — Collar <i>et al</i>. (1994)"
22682464,Rhinoplax vigil,"Buceros vigil Forster, 1781 — BirdLife International (2000)",Buceros,vigil,"Forster, 1781 — BirdLife International (2000)",,
22682464,Rhinoplax vigil,"Buceros vigil ssp. vigil Forster, 1781 — Collar and Andrew (1988)",Buceros,vigil,,subspecies,"Forster, 1781 — Collar and Andrew (1988)"
22682464,Rhinoplax vigil,"Buceros vigil ssp. vigil Forster, 1781 — Sibley and Monroe (1990, 1993)",Buceros,vigil,,subspecies,"Forster, 1781 — Sibley and Monroe (1990, 1993)"
179010130,Andrias sligoi,"Megalobatrachus  sligoi Boulenger, 1925",Megalobatrachus ,sligoi,"Boulenger, 1925",,
54528,Atelopus monohernandezii,"Atelopus monohernandezi Ardila-Robayo, Osorno-Muñoz & Ruíz-Carranza, 2001 [orth. error]",Atelopus,monohernandezi,"Ardila-Robayo, Osorno-Muñoz & Ruíz-Carranza, 2001 [orth. error]",,
4081,Cebus aequatorialis,"Cebus albifrons ssp. aequatorialis J. A. Allen, 1914",Cebus,albifrons,,subspecies,"J. A. Allen, 1914"
39929,Callicebus barbarabrownae,"Callicebus personatus ssp. barbarabrownae Hershkovitz, 1990",Callicebus,personatus,,subspecies,"Hershkovitz, 1990"
39929,Callicebus barbarabrownae,"Callicebus gigot ssp. gigot (Hill, 1960)",Callicebus,gigot,,subspecies,"(Hill, 1960)"
40019,Cebus kaapori,"Cebus olivaceus ssp. kaapori Queiroz, 1992",Cebus,olivaceus,,subspecies,"Queiroz, 1992"
39924,Lagothrix flavicauda,"Simia flavicauda Humboldt, 1812",Simia,flavicauda,"Humboldt, 1812",,
39924,Lagothrix flavicauda,"Oreonax flavicauda (Humboldt, 1812)",Oreonax,flavicauda,"(Humboldt, 1812)",,
39924,Lagothrix flavicauda,"Oreonax hendeei (Thomas, 1927)",Oreonax,hendeei,"(Thomas, 1927)",,
39924,Lagothrix flavicauda,"Lagothrix hendeei (Thomas, 1927)",Lagothrix,hendeei,"(Thomas, 1927)",,
14699281,Plecturocebus caquetensis,"Callicebus caquetensis Defler, Bueno &amp; García 2010",Callicebus,caquetensis,"Defler, Bueno &amp; García 2010",,
19823,Oedipomidas oedipus,"Saguinus oedipus (Linnaeus, 1758)",Saguinus,oedipus,"(Linnaeus, 1758)",,
19823,Oedipomidas oedipus,"Simia oedipus Linnaeus, 1758",Simia,oedipus,"Linnaeus, 1758",,
40644,Saguinus bicolor,"Saguinus bicolor ssp. bicolor Spix, 1823",Saguinus,bicolor,,subspecies,"Spix, 1823"
