internalTaxonId,scientificName,name,language,main
135864,Nymphargus wileyi,Rana de Cristal de Wiley,Spanish; Castilian,false
135864,Nymphargus wileyi,Wiley's Glassfrog,English,true
185791,Phyllonastes coloma,Rana sureña de Coloma,Spanish; Castilian,false
185791,Phyllonastes coloma,Coloma's Noble-Rainfrog,English,true
99398862,Pristimantis allpapuyu,Allpapuyu Robber Frog,English,false
99398862,Pristimantis allpapuyu,Cutín Allpapuyu,Spanish; Castilian,true
61875,Rana tavasensis,Tavas Kurbağası,Turkish,false
61875,Rana tavasensis,Tavas Frog,English,true
103160986,Partula obesa,Futuna Tree Snail,English,true
104005557,Rhinobatos schlegelii,Sakatazame,Japanese,false
104005557,Rhinobatos schlegelii,Brown Guitarfish,English,true
104007203,Rhinobatos whitei,Philippine Guitarfish,English,true
104025473,Myliobatis ridens,Shortnose Eagle Ray,English,true
60151,Fontitrygon colarensis,Arraia Branca Bicuda,Portuguese,false
60151,Fontitrygon colarensis,Raia Branca,Portuguese,false
60151,Fontitrygon colarensis,Colares Stingray,English,true
39406,Fontitrygon garouaensis,Niger Stingray,English,false
39406,Fontitrygon garouaensis,Smooth Freshwater Stingray,English,false
39406,Fontitrygon garouaensis,Smooth Stingray,English,true
60153,Fontitrygon geijskesi,Pastenague Bécune,French,false
60153,Fontitrygon geijskesi,Raia Morcego,Portuguese,false
60153,Fontitrygon geijskesi,Raja-látigo Picúa,Spanish; Castilian,false
60153,Fontitrygon geijskesi,Wingfin Stingray,English,true
39414,Fontitrygon ukpam,Pincushion Ray,English,false
39414,Fontitrygon ukpam,Thorny Freshwater Stingray,English,false
39414,Fontitrygon ukpam,Raie pastenague d’eau douce,French,false
39414,Fontitrygon ukpam,Thorny Whipray,English,true
104306247,Pastinachus stellurostris,Starrynose Cowtail Ray,English,true
104681288,Cnemaspis adii,Adi’s Day Gecko,English,true
104836850,Calamaria apraeocularis,Apreocular Reed Snake,English,true
109452875,Cryptoblepharus caudatus,Juan de Nova Snake-eyed Skink,English,true
110211850,Lygodactylus insularis,Insular Dwarf Gecko,English,true
5529,Cricetus cricetus,Black-bellied Hamster,English,false
5529,Cricetus cricetus,European Hamster,English,false
5529,Cricetus cricetus,Chomik europejski,Polish,false
5529,Cricetus cricetus,Criceto comune,Italian,false
5529,Cricetus cricetus,Grand Hamster,French,false
5529,Cricetus cricetus,Hámster Común,Spanish; Castilian,false
5529,Cricetus cricetus,Mezei hörcsög,Hungarian,false
5529,Cricetus cricetus,обыкновенный хомяк,Russian,false
5529,Cricetus cricetus,Common Hamster,English,true
168198,Samoana ganymedes,Polynesian Tree Snail,English,true
168200,Samoana inflata,Polynesian Tree Snail,English,true
112686840,Nototriton nelsoni,Texiguat Moss Salamander,English,true
112686960,Nototriton oreadorum,Pico Bonito Moss Salamander,English,true
161638,Squatina legnota,Indonesian Angel Shark,English,true
4085,Cebus trinitatis,Trinidad White-fronted Capuchin,English,true
8202,Eulemur mongoz,Dredrika,Malagasy,false
8202,Eulemur mongoz,Lemur Mangosta,Spanish; Castilian,false
8202,Eulemur mongoz,Lémur Mongoz,French,false
8202,Eulemur mongoz,Maki Mongoz,French,false
8202,Eulemur mongoz,Mongoose Lemur,English,true
8205,Eulemur cinereiceps,Grey-headed Lemur,English,false
8205,Eulemur cinereiceps,White-collared Brown Lemur,English,false
8205,Eulemur cinereiceps,White-collared Lemur,English,true
8211,Eulemur flavifrons,Sclater's Black Lemur,English,false
8211,Eulemur flavifrons,Sclater’s Lemur,English,false
8211,Eulemur flavifrons,Blue-eyed Black Lemur,English,true
9672,Hapalemur aureus,Golden Lemur,English,false
9672,Hapalemur aureus,Hapalémur Doré,French,false
9672,Hapalemur aureus,Lemur Cariancho,Spanish; Castilian,false
9672,Hapalemur aureus,Golden Bamboo Lemur,English,true
9674,Prolemur simus,Broad-nosed Gentle Lemur,English,false
9674,Prolemur simus,Godrogodroka,Malagasy,false
9674,Prolemur simus,Godroka,Malagasy,false
9674,Prolemur simus,Grand Hapalémur,French,false
9674,Prolemur simus,Hapalémur Simien,French,false
9674,Prolemur simus,Lemur Cariancho,Spanish; Castilian,false
9674,Prolemur simus,Ramaimbangy,Malagasy,false
9674,Prolemur simus,Varibolo,Malagasy,false
9674,Prolemur simus,Varibolomavo,Malagasy,false
9674,Prolemur simus,Greater Bamboo Lemur,English,true
10826,Indri indri,Amboanala,Malagasy,false
10826,Indri indri,Babakoto,Malagasy,false
10826,Indri indri,Endrina,Malagasy,false
10826,Indri indri,Indri À Queue Courte,French,false
10826,Indri indri,Indri Colicorto,Spanish; Castilian,false
10826,Indri indri,Indry,Malagasy,false
10826,Indri indri,Indri,English,true
11621,Lepilemur ruficaudatus,Lesser Weasel Lemur,English,false
11621,Lepilemur ruficaudatus,Petit Lépilémur,French,false
11621,Lepilemur ruficaudatus,Red-tailed Sportive Lemur,English,true
11622,Lepilemur septentrionalis,Northern Sportive Lemur,English,false
11622,Lepilemur septentrionalis,Lemur Comadreja Septentrional,Spanish; Castilian,false
11622,Lepilemur septentrionalis,Sahafary Sportive Lemur,English,true
18352,Propithecus tattersalli,Tattersalli's Sifaka,English,false
18352,Propithecus tattersalli,Ankomba malandy,Malagasy,false
18352,Propithecus tattersalli,Indris Sifaca,Spanish; Castilian,false
18352,Propithecus tattersalli,Propithèque de Tattersall,French,false
18352,Propithecus tattersalli,Simpona,Malagasy,false
18352,Propithecus tattersalli,Tattersall’s-Sifaka,German,false
18352,Propithecus tattersalli,Golden-crowned Sifaka,English,true
18354,Propithecus verreauxi,Propithèque de Verreaux,French,false
18354,Propithecus verreauxi,Verreaux's Sifaka,English,true
18355,Propithecus coquereli,Crowned Sifaka,English,false
18355,Propithecus coquereli,Coquerel's Sifaka,English,true
18356,Propithecus coronatus,Propithèque couronné,French,false
18356,Propithecus coronatus,Tsibahaka Sifaka,Malagasy,false
18356,Propithecus coronatus,Crowned Sifaka,English,true
18357,Propithecus deckenii,Decken's Sifaka,English,false
18357,Propithecus deckenii,Propithèque de von der Decken,French,false
18357,Propithecus deckenii,Sifaka,Malagasy,false
18357,Propithecus deckenii,Tsibahaka,Malagasy,false
18357,Propithecus deckenii,Von der Decken’s Sifaka,German,false
18357,Propithecus deckenii,Van der Decken’s Sifaka,English,true
18358,Propithecus diadema,Amboala,Malagasy,false
18358,Propithecus diadema,Propithèque à diadème,French,false
18358,Propithecus diadema,Sadabe,Malagasy,false
18358,Propithecus diadema,Simpona,Malagasy,false
18358,Propithecus diadema,Diademed Sifaka,English,true
18360,Propithecus candidus,Silky Simpona,English,false
18360,Propithecus candidus,Propithèque soyeux,French,false
18360,Propithecus candidus,Silky Sifaka,English,true
18361,Propithecus perrieri,Perrier’s Sifaka,English,true
22918,Varecia variegata,Ruffed Lemur,English,false
22918,Varecia variegata,Lemur de Collar,Spanish; Castilian,false
22918,Varecia variegata,Lemur de Gola,Spanish; Castilian,false
22918,Varecia variegata,Lemur de Gorguera,Spanish; Castilian,false
22918,Varecia variegata,Lémur vari,French,false
22918,Varecia variegata,Maki vari,French,false
22918,Varecia variegata,Varijatsy,Malagasy,false
22918,Varecia variegata,Black-and-white Ruffed Lemur,English,true
22920,Varecia rubra,Red-ruffed Lemur,English,false
22920,Varecia rubra,Vari roux,French,false
22920,Varecia rubra,Red Ruffed Lemur,English,true
41576,Cheirogaleus sibreei,Rückenstreifen-Fettschwanzmaki,German,false
41576,Cheirogaleus sibreei,Sibree's Dwarf Lemur,English,true
41579,Avahi unicolor,Sambirano Avahi,English,false
41579,Avahi unicolor,Nordwestlicher Wollmaki,German,false
41579,Avahi unicolor,Sambirano-Wollmaki,German,false
41579,Avahi unicolor,Sambirano Woolly Lemur,English,true
136335,Avahi cleesei,John Cleese's Avahi,English,false
136335,Avahi cleesei,Cleese-Wollmaki,German,false
136335,Avahi cleesei,Bemaraha Woolly Lemur,English,true
136491,Lepilemur jamesorum,Manombo Sportive Lemur,English,false
136491,Lepilemur jamesorum,James' Sportive Lemur,English,true
136645,Lepilemur sahamalaza,Sahamalaza Peninsula Sportive Lemur,English,false
136645,Lepilemur sahamalaza,Lépilémur de Sahamalaza,French,false
136645,Lepilemur sahamalaza,Sahamalaza Sportive Lemur,English,true
136709,Lepilemur tymerlachsoni,Hawks' Sportive Lemur,English,false
136709,Lepilemur tymerlachsoni,Nosy Be Sportive Lemur,English,true
136771,Lepilemur grewcockorum,Grewcock's Sportive Lemur,English,true
16971489,Lepilemur hollandorum,Mananara-Nord Sportive Lemur,English,false
16971489,Lepilemur hollandorum,Holland's Sportive Lemur,English,true
115604119,Rhinophis roshanpererai,Roshan Perera’s Rhinophis,English,false
115604119,Rhinophis roshanpererai,Roshan Pererage Thudulla,Sinhala; Sinhalese,false
115604119,Rhinophis roshanpererai,Roshan Pereravin nilakael pambu,Tamil,false
115604119,Rhinophis roshanpererai,Roshan Perera’s Shieldtail,English,true
197168,Rhinophis phillipsi,Phillipps' Earth Snake,English,false
197168,Rhinophis phillipsi,Phillipps' Earth Snake,English,true
55572,Aplastodiscus musicus,Musical Treefrog,English,true
44571,Squatina armata,Chilean Angelshark,English,true
48101579,Leptobrachella bidoupensis,Bidoup Litter Toad,English,true
197183,Indotyphlops leucomelas,Pied Worm Snake,English,true
3170,Anaxyrus houstonensis,Houston Toad,English,true
3181,Anaxyrus nelsoni,Amargosa Toad,English,true
8391,Eurycea nana,San Marcos Salamander,English,true
39262,Eurycea rathbuni,Texas Blind Salamander,English,true
59271,Eurycea naufragia,San Gabriel Springs Salamander,English,false
59271,Eurycea naufragia,Georgetown Salamander,English,true
59283,Gyrinophilus subterraneus,West Virginia Spring Salamander,English,true
16296,Partula affinis,Polynesian Tree Snail,English,true
168194,Samoana bellula,Polynesian Tree Snail,English,true
22137,Tridacna gigas,Bénitier Géant,French,false
22137,Tridacna gigas,Giant Clam,English,true
18601,Pseudoscaphirhynchus kaufmanni,Amu Darya Sturgeon,English,false
18601,Pseudoscaphirhynchus kaufmanni,Big Amu Darya Shovelnose,English,false
18601,Pseudoscaphirhynchus kaufmanni,Large Amu-dar Shovelnose Sturgeon,English,false
18601,Pseudoscaphirhynchus kaufmanni,Shovelfish,English,false
18601,Pseudoscaphirhynchus kaufmanni,BolshoiI AmudarinskiiI Lzhelopatonos,Russian,false
18601,Pseudoscaphirhynchus kaufmanni,Elan Luiryk,Uzbek,false
18601,Pseudoscaphirhynchus kaufmanni,Grand Nez-Pelle de Lamou Daria,French,false
18601,Pseudoscaphirhynchus kaufmanni,Tuchkan Kuiryk,Turkmen,false
18601,Pseudoscaphirhynchus kaufmanni,Amu Darya Shovelnose Sturgeon,English,true
2958,Brachionichthys hirsutus,Spotted Handfish,English,true
57306,Proceratophrys palustris,Plateau Smooth Horned Frog,English,true
121383673,Ansonia khaochangensis,Cave-dwelling Stream-toad,English,true
121385062,Boulengerula spawlsi,Nyambene Hills Caecilian,English,false
121385062,Boulengerula spawlsi,Spawls Caecilian,English,false
121385062,Boulengerula spawlsi,Spawls’ Boolee,English,true
8218,Plestiodon longirostris,Bermuda Skink,English,true
10820,Indolestes boninensis,Ogasawara-aoitotombo,Japanese,true
78494566,Echinotriton maxiquadratus,Mountain Spiny Crocodile Newt,English,false
78494566,Echinotriton maxiquadratus,高山棘螈,Chinese,false
78494566,Echinotriton maxiquadratus,Mountain Spiny Newt,English,true
78516909,Hypselotriton glaucus,灰蓝蝾螈,Chinese,false
78516909,Hypselotriton glaucus,Blue-gray Fire-bellied Newt,English,true
78519396,Megophrys acuta,封开角蟾,Chinese,false
78519396,Megophrys acuta,Fengkai’s Horn Toad,English,true
78519453,Megophrys baolongensis,Baolong Horned Toad,English,false
78519453,Megophrys baolongensis,抱龙角蟾,Chinese,true
78520054,Megophrys obesa,黑石顶角蟾,Chinese,false
78520054,Megophrys obesa,Heishiding’s Horn Toad,English,true
78586743,Tylototriton lizhenchangi,莽山疣螈,Chinese,false
78586743,Tylototriton lizhenchangi,Mangshan Crocodile Newt,English,true
79075338,Hypselotriton fudingensis,福鼎蝾螈,Chinese,false
79075338,Hypselotriton fudingensis,Fuding Fire-bellied Newt,English,true
82462705,Bufo tuberospinius,疣棘溪蟾,Chinese,true
89100526,Pachytriton xanthospilos,黄斑肥螈,Chinese,true
2917,Bothrops insularis,Queimada Island Bothrops,English,false
2917,Bothrops insularis,Jararaca-ilhôa,Portuguese,false
2917,Bothrops insularis,Golden Lancehead,English,true
17008,Phoboscincus bocourti,Bocourt's Eyelid Skink,English,false
17008,Phoboscincus bocourti,Bocourt’s Terrific Skink,English,false
17008,Phoboscincus bocourti,Scinque terrifiant de Bocourt,French,false
29452,Bavayia exsuccida,Bavayia des Forêts Sclérophyll,French,false
29452,Bavayia exsuccida,Sclerophyll Bavayia,English,true
176137,Nannoscincus hanchisteus,Scinque nain de Pindaï,French,false
176137,Nannoscincus hanchisteus,Pindai Dwarf Skink,English,true
176150,Dierogekko thomaswhitei,Taom Striped Gecko,English,true
176154,Dierogekko inexpectatus,Key New Caledonian Gecko,English,true
176163,Nannoscincus rankini,Rankin's Elf Skink,English,false
176163,Nannoscincus rankini,Scinque nain de Rankin,French,false
176163,Nannoscincus rankini,Rankin's Dwarf Skink,English,true
176164,Nannoscincus exos,Scinque nain du Nord,French,false
176164,Nannoscincus exos,Northern Dwarf Skink,English,true
176177,Dierogekko koniambo,Koniambo Striped Gecko,English,true
176178,Dierogekko poumensis,Poum Striped Gecko,English,true
176187,Dierogekko kaalaensis,Kaala Striped Gecko,English,true
176214,Bavayia ornata,Bavayia orné,French,false
176214,Bavayia ornata,Ornate Bavayia,English,true
197171,Rhinophis punctatus,Müller's Earth Snake,English,true
197175,Rhinophis erangaviraji,Eranga Virajge Thudulla,Sinhala; Sinhalese,false
197175,Rhinophis erangaviraji,Eranga Virajvin Nilakael Pambu,Tamil,false
197175,Rhinophis erangaviraji,Eranga Viraj’s Sieldtail Snake,English,true
197195,Aspidura deraniyagalae,Sri Lanka Rough-sided Snake,English,true
197202,Nessia layardi,Layard's Nessia,English,false
197202,Nessia layardi,Layard's Nessia,English,true
197226,Cnemaspis scalpensis,Ferguson’s Day Gecko,English,true
123423098,Brachiopsilus ziebelli,Waterfall Bay Handfish,English,false
123423098,Brachiopsilus ziebelli,Ziebell’s Handfish,English,true
123423510,Thymichthys politus,Red Handfish,English,true
122900966,Rhacodactylus trachycephalus,Dwarf Rough-snouted Giant Gecko,English,false
122900966,Rhacodactylus trachycephalus,Gécko Géant à nez rugueux,French,false
122900966,Rhacodactylus trachycephalus,Tough-snouted Giant Gecko,English,true
123732608,Sigaloseps ruficauda,Scinque brilliant à queue rouge,French,false
123732608,Sigaloseps ruficauda,Red-tailed Shiny Skink,English,true
50957317,Bothrops muriciensis,Jararacuçu de Murici,Portuguese,true
123768950,Cuora trifasciata,Golden Coin Turtle,English,false
123768950,Cuora trifasciata,Chinese Three-striped Box Turtle,English,true
163447,Cuora bourreti,Rua hop bua-re,Vietnamese,false
163447,Cuora bourreti,Bourret’s Box Turtle,English,true
163463,Cuora picturata,Rua hop viet nam,Vietnamese,false
163463,Cuora picturata,Southern Viet Nam Box Turtle,English,true
97357437,Cuora galbinifrons,Flowerback Box Turtle,English,false
97357437,Cuora galbinifrons,Rua hop tran vang,Vietnamese,false
97357437,Cuora galbinifrons,Tortue-boîte à front jaune,French,false
97357437,Cuora galbinifrons,Tortuga caja de Indochina,Spanish; Castilian,false
97357437,Cuora galbinifrons,Indochinese Box Turtle,English,true
46104013,Atractosteus tristoechus,Cuban Gar,English,false
46104013,Atractosteus tristoechus,Cuban Gar,English,false
46104013,Atractosteus tristoechus,Manjuarí,Spanish; Castilian,false
46104013,Atractosteus tristoechus,Manjuarí,Spanish; Castilian,true
169473392,Glyphis gangeticus,Ganges Shark,English,true
39353,Hemitriakis leucoperiptera,Whitefin Topeshark,English,true
39367,Carcharhinus borneensis,Borneo Shark,English,true
41810,Eusphyra blochii,Slender Hammerhead,English,false
41810,Eusphyra blochii,Aqrun,Arabic,false
41810,Eusphyra blochii,قرش ذو الرأس الجناحي,Arabic,false
41810,Eusphyra blochii,Winghead Shark,English,true
44591,Sphyrna corona,Mallethead Shark,English,false
44591,Sphyrna corona,Cornuda Coronada,Spanish; Castilian,false
44591,Sphyrna corona,Requin-marteau Cornu,French,false
44591,Sphyrna corona,Scalloped Bonnethead,English,true
60121,Aetomylaeus vespertilio,Reticulate Eagle Ray,English,false
60121,Aetomylaeus vespertilio,Ornate Eagle Ray,English,true
60127,Aetomylaeus bovinus,Bullray,English,false
60127,Aetomylaeus bovinus,Aigle vachette,French,false
60127,Aetomylaeus bovinus,Ratão-bispo,Portuguese,false
60127,Aetomylaeus bovinus,Duckbill Eagle Ray,English,true
61405,Leucoraja melitensis,Raie De Malte,French,false
61405,Leucoraja melitensis,Razza Maltese,Italian,false
61405,Leucoraja melitensis,Maltese Skate,English,true
63129,Mustelus whitneyi,Musola Prieta,Spanish; Castilian,false
63129,Mustelus whitneyi,Tollo Común,Spanish; Castilian,false
63129,Mustelus whitneyi,Humpback Smoothhound,English,true
63130,Triakis maculata,Tollo Manchado,Spanish; Castilian,false
63130,Triakis maculata,Virli Tacheté,French,false
63130,Triakis maculata,Spotted Houndshark,English,true
63131,Rhinobatos rhinobatos,Violinfish,English,false
63131,Rhinobatos rhinobatos,Guitare De Mer Commune,French,false
63131,Rhinobatos rhinobatos,Guitarra,Spanish; Castilian,false
63131,Rhinobatos rhinobatos,Guitarra Comùn,Spanish; Castilian,false
63131,Rhinobatos rhinobatos,Guitarró,Spanish; Castilian,false
63131,Rhinobatos rhinobatos,Pesce Violino,Italian,false
63131,Rhinobatos rhinobatos,Common Guitarfish,English,true
63167,Rhinobatos jimbaranensis,Jimbaran Guitarfish,English,true
161320,Rhinobatos albomaculatus,Guitarra Pecosa,Spanish; Castilian,false
161320,Rhinobatos albomaculatus,Poisson-guitare à Lunaires,French,false
161320,Rhinobatos albomaculatus,Whitespotted Guitarfish,English,true
161409,Rhinobatos irvinei,Irvine Guitarra,Spanish; Castilian,false
161409,Rhinobatos irvinei,Raie-Guitare d’Irvine,French,false
161409,Rhinobatos irvinei,Spineback Guitarfish,English,true
161478,Rhinobatos annandalei,Annandale's Guitarfish,English,false
161478,Rhinobatos annandalei,سمكة السوس,Arabic,false
161478,Rhinobatos annandalei,Bengal Guitarfish,English,true
161483,Hongeo koreana,Korai-kasube,Japanese,false
161483,Hongeo koreana,Ko-ryo-hong-eo,Korean,false
161483,Hongeo koreana,Korean Skate,English,true
161516,Gymnura tentaculata,Tentacled Butterfly Ray,English,true
161541,Urotrygon reticulata,Raya Redonda Reticulada,Spanish; Castilian,false
161541,Urotrygon reticulata,Reticulate Round Ray,English,true
161569,Myliobatis aquila,Aguila marina,Spanish; Castilian,false
161569,Myliobatis aquila,Aigle commun,French,false
161569,Myliobatis aquila,Common Eagle Ray,English,true
161591,Cephaloscyllium silasi,Indian Swellshark,English,true
161613,Torpedo suessii,Red Sea Torpedo,English,true
161620,Hypanus rudis,Smalltooth Stingray,English,true
125056608,Asaccus caudivolvulus,وزغة ورقية الأصابع من الامارات,Arabic,false
125056608,Asaccus caudivolvulus,Emirati Leaf-toed Gecko,English,true
125179208,Pristimantis sambalan,Cutín de Sambalán,Spanish; Castilian,false
125179208,Pristimantis sambalan,Sambalan Rainfrog,English,true
125179396,Pristimantis saturninoi,Priest Saturnino Rainfrog,English,true
125989524,Quintana atrizona,Barred Topminnow,English,true
133701,Ctenella chagius,Chagos Brain Coral,English,true
133124,Dendrogyra cylindrus,Caramujo,Spanish; Castilian,false
133124,Dendrogyra cylindrus,Corail de Pilaires,French,false
133124,Dendrogyra cylindrus,Coral Pilar,Spanish; Castilian,false
133124,Dendrogyra cylindrus,Pillar Coral,English,true
61334,Bahaba taipingensis,Dai O Yu,Chinese,false
61334,Bahaba taipingensis,Huang Chun Yu,Chinese,false
61334,Bahaba taipingensis,Chinese Bahaba,English,true
5670,Crocodylus rhombifer,Cocodrilo,Spanish; Castilian,false
5670,Crocodylus rhombifer,Cocodrilo de Cuba,Spanish; Castilian,false
5670,Crocodylus rhombifer,Cocodrilo perla,Spanish; Castilian,false
5670,Crocodylus rhombifer,Criollo,Spanish; Castilian,false
5670,Crocodylus rhombifer,Crocodile de Cuba,French,false
5670,Crocodylus rhombifer,Legitimo,Spanish; Castilian,false
5670,Crocodylus rhombifer,Pinto,Spanish; Castilian,false
5670,Crocodylus rhombifer,Cuban Crocodile,English,true
161558,Squatina japonica,Ange de Mer Kasuzame,French,false
161558,Squatina japonica,Angelote Japonés,Spanish; Castilian,false
161558,Squatina japonica,Kasuzame,Japanese,false
161558,Squatina japonica,Japanese Angelshark,English,true
134632,Liberonautes grandbassa,Grandbassa River Crab,English,false
134698141,Characidium grajahuense,Canivete,Portuguese,true
134705555,Cynolebias griseus,Peixe-anual,Portuguese,true
229,Acipenser stellatus,Star sturgeon,English,false
229,Acipenser stellatus,Ag-Balyg,Azerbaijani,false
229,Acipenser stellatus,Aστροξυρύχι,"Greek, Modern (1453-)",false
229,Acipenser stellatus,Esturgeon étoilé,French,false
229,Acipenser stellatus,Esturión estrellado,Spanish; Castilian,false
229,Acipenser stellatus,Ozoonboroon,Iranian (Other),false
229,Acipenser stellatus,Sevryuga,Russian,false
229,Acipenser stellatus,Shevriga,Russian,false
229,Acipenser stellatus,Shokkyr,Kazakh,false
229,Acipenser stellatus,Sternhausen,German,false
229,Acipenser stellatus,Tirana,Turkmen,false
229,Acipenser stellatus,Uzun-burun,Azerbaijani,false
229,Acipenser stellatus,Stellate Sturgeon,English,true
232,Acipenser gueldenstaedtii,Russian Sturgeon,English,true
235,Acipenser persicus,Persian Sturgeon,English,true
10269,Huso huso,Giant Sturgeon,English,false
10269,Huso huso,Great Sturgeon,English,false
10269,Huso huso,Ag-Kulag-Nyrya,Azerbaijani,false
10269,Huso huso,Beluga,Russian,false
10269,Huso huso,Doku (Akvalyk),Turkmen,false
10269,Huso huso,Gyuzgi-Burun,Azerbaijani,false
10269,Huso huso,Kortpa,Kazakh,false
10269,Huso huso,Mουρούνα,"Greek, Modern (1453-)",false
10269,Huso huso,Philmahi,Iranian (Other),false
10269,Huso huso,Beluga,English,true
135926196,Hypancistrus zebra,Acari-zebra,Portuguese,false
135926196,Hypancistrus zebra,Cascudo-zebra,Portuguese,false
135926196,Hypancistrus zebra,Zebrinha,Portuguese,false
135926196,Hypancistrus zebra,Cascudo-zebra-imperial,Portuguese,true
136895026,Hypsolebias marginatus,Peixe-anual,Portuguese,true
136928947,Ituglanis bambui,Bagrinho-de-caverna,Portuguese,true
60776,Tellia apodus,Footless Killifish,English,true
182964,Apricaphanius saourensis,Saharakärpfling,German,false
182964,Apricaphanius saourensis,Sahara Killifish,English,true
135683,Achondrostoma occidentale,Ruivaco-do-oeste,Portuguese,false
135683,Achondrostoma occidentale,Western Ruivaco,English,true
60769,Carasobarbus harterti,Stripeless Himri,English,true
4794,Chondrostoma soetta,Savetta,Italian,false
4794,Chondrostoma soetta,Italian Nase,English,true
135633,Coregonus danneri,Riedling,German,false
135633,Coregonus danneri,Traun Whitefish,English,true
135698,Coregonus bavaricus,Ammersee-Kilch,German,false
135698,Coregonus bavaricus,Ammer Whitefish,English,true
60828,Squalius lucumonis,Cavedano etrusco,Italian,false
60828,Squalius lucumonis,Etruscan Chub,English,true
135427,Salvelinus willoughbii,Willoughby’s Charr,English,true
266190752,Valencia letourneuxi,Ιονικός ζουρνάς,"Greek, Modern (1453-)",false
266190752,Valencia letourneuxi,Corfu Valencia,English,true
61506,Gallotia stehlini,Lagarto de Gran Canaria,Spanish; Castilian,false
61506,Gallotia stehlini,Gran Canaria Giant Lizard,English,true
39297,Leptolebias marmoratus,Annual Tropical Killifish,English,false
39297,Leptolebias marmoratus,Ginger Pearlfish,English,false
39297,Leptolebias marmoratus,Cynolebias Marbre,French,false
39297,Leptolebias marmoratus,Peixe-anual,Portuguese,false
39297,Leptolebias marmoratus,Pez Anual Jaspeado,Spanish; Castilian,false
6088,Leptopanchax splendens,Annual Tropical Killifish,English,false
6088,Leptopanchax splendens,Splendid Pearlfish,English,false
6088,Leptopanchax splendens,Cynolebias Brillant,French,false
6088,Leptopanchax splendens,peixe-anual,Portuguese,false
6088,Leptopanchax splendens,Pez Anual Resplandeciente,Spanish; Castilian,false
139795750,Nematolebias catimbau,Peixe-anual,Portuguese,true
6084,Ophthalmolebias constanciae,Annual Tropical Killifish,English,false
6084,Ophthalmolebias constanciae,Pearlfish,English,false
6084,Ophthalmolebias constanciae,Cynolebias De Constance,French,false
6084,Ophthalmolebias constanciae,Pez Anual De Constance,Spanish; Castilian,false
6084,Ophthalmolebias constanciae,Peixe-anual,Portuguese,true
141105102,Sternarchorhynchus higuchii,Sarapó,Portuguese,true
141105595,Sternarchorhynchus jaimei,Sarapó,Portuguese,true
12954,Megalagrion leptodemas,Crimson Hawaiian Damselfly,English,true
59741,Megalagrion nesiotes,Flying Earwig Hawaiian Damselfly,English,true
144137478,Carcharhinus cerdale,Pacific Smalltail Shark,English,true
61355,Anaecypris punica,Punican Bleak,English,true
144774654,Salmo viridis,Isli Trout,English,true
145974011,Aspidura ravanai,Ravana’s Rough-side Snake,English,true
145974379,Aspidura desilvai,de Silva’s Rough-Side Snake ,English,true
10268,Huso dauricus,Kaluga,English,true
135688,Coregonus fontanae,Stechlin-Maräne,German,false
135688,Coregonus fontanae,Stechlin Cisco,English,true
146276448,Lampetra lusitanica,Lampreia-do-sado,Portuguese,false
146276448,Lampetra lusitanica,Sado Lamprey,English,true
146281108,Valencia robertae,Πελοποννησιακός ζουρνάς,"Greek, Modern (1453-)",false
146281108,Valencia robertae,Peloponnese Valencia,English,true
39299,Leptopanchax opalescens,Annual Tropical Killifish,English,false
39299,Leptopanchax opalescens,Opalescent Pearlfish,English,false
39299,Leptopanchax opalescens,Cynolebias Opalescent,French,false
39299,Leptopanchax opalescens,Peixe-anual,Portuguese,false
39299,Leptopanchax opalescens,Pez Anual Opalescente,Spanish; Castilian,false
13610,Mogurnda furva,Black Mogurnda,English,true
13619,Mogurnda spilota,Blotched Mogurnda,English,false
13620,Mogurnda variegata,Variegated Mogurnda,English,false
13620,Mogurnda variegata,Gescheckte Kutubu-Schäfergrundel,German,false
13620,Mogurnda variegata,Kirjotorkkuja,Finnish,false
13620,Mogurnda variegata,Variegated Gudgeon,English,true
13621,Mogurnda vitta,Striped Mogurnda,English,false
13055,Melanotaenia ajamaruensis,Ajamaru Lakes Rainbowfish,English,false
13070,Melanotaenia oktediensis,Oktedi Rainbowfish,English,false
13072,Melanotaenia parva,Lake Kurumoi Rainbowfish,English,false
18547,Pseudomugil paskai,Paska's Blue-eye,English,false
9944,Hephaestus adamsoni,Adamson's Grunter,English,false
148448254,Microphysogobio rapidus,여울마자,Korean,false
148448254,Microphysogobio rapidus,Rapid Gudgeon,English,true
148944579,Tarphiophasis leleupi,Leleup's Darkling Beetle,English,true
169382,Amphilophus zaliosus,Arrow Cichlid,English,false
169382,Amphilophus zaliosus,Arrow Cichlid,English,false
169382,Amphilophus zaliosus,Mojarra Flecha,Spanish; Castilian,false
169382,Amphilophus zaliosus,Mojarra Flecha,Spanish; Castilian,false
169382,Amphilophus zaliosus,Ulappakirjoahven,Finnish,false
145409081,Scutiger spinosus,刺疣齿突蟾,Chinese,false
145409081,Scutiger spinosus,Spiny Lazy Toad,English,true
149680126,Mysticellus franki,Spotted Narrow-mouthed Frog,English,false
149680126,Mysticellus franki,Franky’s Narrow-mouthed Frog,English,true
149682598,Leptobrachella lateralis,Anderson's Toadfrog,English,false
149682598,Leptobrachella lateralis,Nagaland Asian Toad,English,true
149685315,Leptobrachella rowleyae,Rowley’s Litter Toad,English,true
