internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
284113569,Paratrygon aiereba,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,POTAMOTRYGONIDAE,Paratrygon,aiereba,,,,,"(Walbaum, 1792)","There is evidence that the Discus Stingray (Paratrygon aiereba) comprises a species complex with genetically differentiated populations between river basins (Frederico et al. 2012, Fontenelle et al. 2021). The genus Paratrygon was considered monotypic, however, two new species from the Orinoco Basin (Paratrygon orinocensis and Paratrygon parvaspina) were described (Loboda et al. 2021).There was a proposal to describe other species belonging to the genus Paratrygon. There seems to be evidence of other endemic lineages associated to certain Amazonian River basins, such as in Branco and Rupunini rivers, Negro-Peru River, Tapajós River, Araguaia River, Tocantins River and Xingu River (Loboda 2016, Fontenelle et al. 2021). Until these endemic lineages are formally described, the genus Paratrygon is considered to comprise three species: P. aiereba (Amazon River main channel and some of its larger tributaries), P. orinocensis and P. parvaspina (Orinoco River Basin)."
163458,Batagur borneoensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Batagur,borneoensis,,,,,"(Schlegel &amp; Müller, 1844)",""
135458600,Pelochelys cantorii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Pelochelys,cantorii,,,,,"Gray, 1864",The conservation assessment of this taxon is complicated by the conviction that the current taxonomic designation hides a complex of several different species.
170525,Chitra vandijki,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Chitra,vandijki,,,,,"McCord &amp; Pritchard, 2003",""
171950,Bythinella atypikos,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,BYTHINELLIDAE,Bythinella,atypikos,,,,,"A. Reischütz, P.L. Reischütz &amp; W. Fischer, 2008","This species is one of many small Hydrobids that can be most easily be identified using anatomical characters of the reproductive system, however, these species are in urgent need of a review incorporating conchological characters, anatomical characters and molecular characters in order to understand the relationships with other taxa (Haase et al. 2007)."
17585,Platysternon megacephalum,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,PLATYSTERNIDAE,Platysternon,megacephalum,,,,,"Gray, 1831",""
17629,Plethodon shenandoah,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Plethodon,shenandoah,,,,,"Highton &amp; Worthington, 1967",""
177808,Partula leefei,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,leefei,,,,,"Smith, 1897",""
178272,Anolis cusuco,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,cusuco,,,,,"(McCranie, Köhler &amp; Wilson, 2000)",""
178363,Anolis amplisquamosus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,amplisquamosus,,,,,"(McCranie, Wilson &amp; Williams, 1992)",""
178478,Anolis muralla,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,muralla,,,,,"(Köhler, McCranie &amp; Wilson, 1999)",""
186326,Notholebias fractifasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Notholebias,fractifasciatus,,,,,"(Costa, 1988)",""
186384,Hypsolebias rufus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Hypsolebias,rufus,,,,,"(Costa, Nielsen &amp; de Luca, 2001)","Outros nomes aplicados ao táxon:Simpsonichthys rufus (Costa, Nielsen e de Luca 2001)."
186517,Leptopanchax citrinipinnis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,APLOCHEILIDAE,Leptopanchax,citrinipinnis,,,,,"(Costa, Lacerda &amp; Tanizaki, 1988)",""
186522,Delturus parahybae,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,LORICARIIDAE,Delturus,parahybae,,,,,"Eigenmann &amp; Eigenmann, 1889",""
186558,Phalloptychus eigenmanni,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Phalloptychus,eigenmanni,,,,,"Henn, 1916",""
186565,Notholebias cruzi,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Notholebias,cruzi,,,,,"(Costa, 1988)",""
186718,Trichomycterus itacarambiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,TRICHOMYCTERIDAE,Trichomycterus,itacarambiensis,,,,,"Trajano &amp; de Pinna, 1996",""
186731,Kryptolebias gracilis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Kryptolebias,gracilis,,,,,"Costa, 2007",""
186747,Campellolebias dorsimaculatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Campellolebias,dorsimaculatus,,,,,"Costa, Lacerda &amp; Brasil, 1989",""
186947,Simpsonichthys zonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Simpsonichthys,zonatus,,,,,"(Costa &amp; Brasil, 1990)",""
187080,Hypsolebias janaubensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Hypsolebias,janaubensis,,,,,"(Costa, 2006)",""
187089,Phallotorynus fasciolatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,POECILIIDAE,Phallotorynus,fasciolatus,,,,,"Henn, 1916",""
187104,Ophthalmolebias perpendicularis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Ophthalmolebias,perpendicularis,,,,,"(Costa, Nielsen &amp; de Luca, 2001)",""
187186,Atlantirivulus nudiventris,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Atlantirivulus,nudiventris,,,,,"(Costa &amp; Brasil, 1991)",""
187243,Campellolebias chrysolineatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Campellolebias,chrysolineatus,,,,,"Costa, Lacerda &amp; Brasil, 1989",""
187260,Campellolebias intermedius,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,RIVULIDAE,Campellolebias,intermedius,,,,,"Costa &amp; De Luca, 2006",""
193208,Pascua sticta,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Pascua,sticta,,,,,"(Hoese &amp; Larson, 2005)","This species was previously referred to as Hetereleotris sticta (Hoese and Larson 2005, Randall 2006). Randall (2006) questioned the suitability of this species' name due to its similarity to Pascua caudilinea. It will likely be placed in a different genus (D. Hoese and H.K. Larson pers. comm. 2024)."
194061,Trimeresurus labialis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,labialis,,,,,"Steindachner, 1867",""
194315,Bolitoglossa huehuetenanguensis,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,huehuetenanguensis,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",""
194318,Bolitoglossa ninadormida,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,ninadormida,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",""
194319,Bolitoglossa nussbaumi,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,nussbaumi,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",""
194324,Bolitoglossa tzultacaj,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Bolitoglossa,tzultacaj,,,,,"Campbell, Smith, Streicher, Acevedo &amp; Brodie, 2010",""
195006,Eleutherodactylus aporostegus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,aporostegus,,,,,"Schwartz, 1965",This species was split from Eleutherodactylus ruthae (Hedges et al. 2008).
195007,Eleutherodactylus bothroboans,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bothroboans,,,,,"Schwartz, 1965","This species was split from Eleutherodactylus ruthae by Hedges et al. (2008), but further work suggests it is likely a synonym of E. ruthae (S.B. Hedges pers. comm. 2021)."
195009,Eleutherodactylus limbensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,limbensis,,,,,"Lynn, 1958","Formerly recognized as subspecies of Eleutherodactylus schmidti (Schwartz 1971), Hedges et al. (2008) formalized the species status of this taxon."
195013,Eleutherodactylus rucillensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rucillensis,,,,,"Cochran, 1939","This species was formerly recognized as subspecies of Eleutherodactylus schmidti (Schwartz 1971), Hedges et al. (2008) formalized the species status of this taxon."
195340,Coregonus vessicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,vessicus,,,,,"Dryagin, 1932","In some published literature, this taxon is referred to as a subpopulation or subspecies of the European Cisco (Coregonus albula).At the regional scale, the systematics of European ciscoes and whitefishes (Coregonus spp.) has been the subject of considerable debate since the turn of the 21st century, with little indication of a definitive outcome.It is widely accepted that non-anadromous members of this group have repeatedly undergone adaptive radiations in boreal, subarctic and perialpine lakes (Douglas et al. 1999, Østbye et al. 2005, Kahilainen and Østbye 2006, Harrod et al. 2010, Hudson et al. 2011).Subpopulations inhabiting these systems largely diversified in the wake of the most recent glacial period 10,000-15,000 years ago. They are typified by parallel patterns of divergence in traits associated with foraging (i.e., gill raker counts, benthic vs. pelagic feeding ecology), physiology (i.e., growth rate, habitat depth partitioning) and reproductive ecology (i.e., reproductive timing and spawning habitat).Up to six different sympatric forms sometimes referred to as “morphs”, ""ecomorphs"" or ""ecotypes"" have been recorded in perialpine lakes, and these radiations might be even more diverse in some large systems of northeastern Europe (Præbel et al. 2013, Doenz et al. 2018, Bitz‐Thorsen et al. 2020, Öhlund et al. 2020).However, there exist significant differences in opinion regarding the taxonomic status of these forms.In Northern Europe, including the United Kingdom, all except a handful of Irish subpopulations are usually regarded as belonging to two widely-distributed species; Coregonus albula (ciscoes) and C. lavaretus (whitefishes), with the latter also frequently referred to as the ""Coregonus lavaretus species complex” (Etheridge et al. 2012, Wanke et al. 2017, Häkli et al. 2018, Crotti et al. 2020). Within this comparatively uniform taxonomic concept, the catch-all English vernacular name “Vendace” is typically used for C. albula while ""Common Whitefish"" or ""European Whitefish"" are applied to C. lavaretus.Conversely, researchers and fisheries authorities based in Central Europe have tended to treat the different forms as distinct taxa, leading to the recognition of more than 60 species across the European region (Kottelat and Freyhof 2007, Selz et al. 2020, De-Kayne et al. 2022, Selz and Seehausen 2023). Under this diverse taxonomic concept, the name “Vendace” is restricted to its original usage for the United Kingdom endemic Coregonus vandesius and the native range of C. lavaretus is limited to its type locality of Lake Bourget in France.With the above in mind, it appears unlikely that the striking phenotypic diversity exhibited by members of this genus will ever be adequately represented by a single accepted taxonomic system. In the absence of a region-wide consensus, the IUCN Red List broadly follows the taxonomy provided by Fricke et al. (2024)."
195408,Megophrys sangzhiensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,sangzhiensis,,,,,"Jiang, Ye &amp; Fei, 2008",""
196340,Parioglossus galzini,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE,Parioglossus,galzini,,,,,"Williams &amp; Lecchini, 2004",""
19797,Sacalia quadriocellata,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Sacalia,quadriocellata,,,,,"Siebenrock, 1903",""
198246,Typhlatya rogersi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Typhlatya,rogersi,,,,,"Chace &amp; Manning, 1972",""
202899,Leptobrachella khasiorum,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,khasiorum,,,,,"(Das, Tron, Rangad &amp; Hooroo, 2010)",""
203101,Anolis kreutzi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,kreutzi,,,,,"(McCranie, Köhler &amp; Wilson, 2000)",""
203108,Anolis monteverde,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,monteverde,,,,,"Köhler, 2009","Prior to its description by Köhler (2009), this species was referred to as a population of Anolis altae."
203127,Anolis utilensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,utilensis,,,,,"(Köhler, 1996)",""
203128,Anolis villai,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,villai,,,,,"Fitch &amp; Henderson, 1976",""
203674,Anolis tenorioensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ANOLIDAE,Anolis,tenorioensis,,,,,"Köhler, 2011",""
2111,Neoarius taylori,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Neoarius,taylori,,,,,"(Roberts, 1978)",""
2173,Nilssonia nigricans,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Nilssonia,nigricans,,,,,"(Anderson, 1875)","Anderson (1875) described it as Trionyx nigricans from the pond at the Hazrat Sultan Bayazid Bostami Shrine in Nasirabad near Chittagong, Bangladesh. Subsequent authors believed that the species either became extinct in the wild (Pritchard 1979, Groombridge 1982) or that it ‘descended from introduced individuals of the more widespread Trionyx gangeticus’ (Groombridge 1982, Khan 1987) or of N. hurum (Rashid 1990). Using mainly skull osteology as well as coloration and pattern characters, Praschag and Gemel (2002) recognized it from northeast India as Aspideretes nigricans. Based on molecular data, Engstrom et al. (2004) and Praschag et al. (2007) transferred the genus Aspideretes Hay, 1903 into synonymy of Nilssonia (Gray, 1872). See Praschag and Gemel (2002) for discussion of taxonomic distinction from other large Asian softshell species."
2174,Nilssonia leithii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Nilssonia,leithii,,,,,"(Gray, 1872)",""
39352,Galeorhinus galeus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,galeus,,,,,"(Linnaeus, 1758)",""
39596,Heosemys depressa,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Heosemys,depressa,,,,,"(Anderson, 1875)",""
39599,Siebenrockiella leytensis,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Siebenrockiella,leytensis,,,,,"(Taylor, 1920)",Appeared in IUCN Red Lists prior to 2007 under the generic names Heosemys and Geoemyda.
39613,Mauremys mutica,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Mauremys,mutica,,,,,"(Cantor, 1842)",""
39621,Rafetus swinhoei,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Rafetus,swinhoei,,,,,"(Gray, 1873)","Le et al. (2014) concluded that the Yangtze and Red River subpopulations of Rafetus swinhoei do not show significant genetic divergence and do not warrant recognition as separate evolutionary significant units for conservation management. However, it appears that Le et al. (2014) did not actually have any samples from the Yangtze subpopulation, only samples from the Vietnamese and Chinese parts of the Red River catchment. Chen (2015) found two distinct mtDNA lineages of R. swinhoei which are roughly 2.8% divergent from each other (Cytochrome B and NADH dehydrogenase 4), one represented by Red River specimens and the second one by a Shanghai museum specimen of unknown origin. In the meantime, tissue samples from the male of Suzhou Zoo and the female of Changsha Zoo proved to be concordant with the Shanghai museum specimen (H. Chen pers. comm.). This points to a possibility that the Yangtze and the Red River subpopulations may represent separate taxa at least at the level of subspecies. In that case the Yangtze subpopulation would represent the nominate form Rafetus swinhoei swinhoei and the Vietnamese and Chinese Red River subpopulation the subspecies Rafetus swinhoei leloii."
40761,Leucocephalon yuwonoi,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Leucocephalon,yuwonoi,,,,,"(McCord, Iverson &amp; Boeadi, 1995)","Was treated under the generic name Geoemyda in the 1996 IUCN Red List. The genus was changed to Heosemys in the 2000 IUCN Red List. Now reassigned to a new monotypic genus, Leucocephalon (A. Rhodin pers. comm.)."
41064,Pseudobatos horkelii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Pseudobatos,horkelii,,,,,"(Müller &amp; Henle, 1841)","Last et al. (2016) revised the genus Rhinobatos, transferring glaucostigma, horkelii, lentiginosus, leucorhynchus, percellens, planiceps, prahli, and productus to the new genus Pseudobatos."
44581,Mustelus fasciatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,fasciatus,,,,,"(Garman, 1913)",""
44598,Urotrygon microphthalmum,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,UROTRYGONIDAE,Urotrygon,microphthalmum,,,,,"Delsman, 1941",""
44642,Sympterygia acuta,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Sympterygia,acuta,,,,,"Garman, 1877",""
54639,Peltophryne fluviatica,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BUFONIDAE,Peltophryne,fluviatica,,,,,"(Schwartz, 1972)",""
55066,Allobates chalcopis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Allobates,chalcopis,,,,,"(Kaiser, Coloma &amp; Gray, 1994)","It has been suggested that this species is not native to Martinique, but is synonymous with another species from South America (M. Breuil pers. comm., Breuil 2009); however, following its rediscovery in October 2012 (Dewynter et al. 2012), new genetic material and phylogenetic analysis confirmed that it is nested within a clade of lowland Amazonian Allobates but nonetheless distantly related to any known species of the group (Fouquet et al. 2013). In addition, the arrival of the species in Martinique likely corresponds to an overseas dispersal from South America during the late Miocene, as previously hypothesized for Bothrops lanceolatus and Leptodactylus fallax, two other species endemic to Martinique and surrounding islands (Fouquet et al. 2013)."
55855,Agalychnis lemur,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,PHYLLOMEDUSIDAE,Agalychnis,lemur,,,,,"(Boulenger, 1882)","This species was previously within the genus Phyllomedusa but was moved to the genus Hylomantis by Faivovich et al. (2005). Subsequently, it was moved from Hylomantis to Agalychnis by Favivovich et al. (2010)."
56409,Eleutherodactylus amadeus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,amadeus,,,,,"Hedges, Thomas &amp; Franz, 1987",""
56428,Eleutherodactylus apostates,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,apostates,,,,,"Schwartz, 1973","Genetic data indicate that this is a complex of species occurring in isolated, montane areas, each highly threatened (S.B. Hedges pers. comm. 2021)."
56449,Eleutherodactylus bakeri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,bakeri,,,,,"Cochran, 1935",""
56475,Eleutherodactylus brevirostris,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,brevirostris,,,,,"Shreve, 1936",""
56493,Eleutherodactylus caribe,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,caribe,,,,,"Hedges &amp; Thomas, 1992",""
56511,Eleutherodactylus chlorophenax,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,chlorophenax,,,,,"Schwartz, 1976",""
56525,Eleutherodactylus corona,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,corona,,,,,"Hedges &amp; Thomas, 1992",""
56549,Eleutherodactylus darlingtoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,darlingtoni,,,,,"Cochran, 1935",""
56567,Eleutherodactylus dolomedes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,dolomedes,,,,,"Hedges &amp; Thomas, 1992",""
56592,Eleutherodactylus eunaster,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,eunaster,,,,,"Schwartz, 1973",""
56593,Pristimantis euphronides,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,Pristimantis,euphronides,,,,,"(Schwartz, 1967)",""
56605,Eleutherodactylus fowleri,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,fowleri,,,,,"Schwartz, 1973","A specimen recorded from Forêt des Pins National Park in Haiti may belong to this taxon, but further research is needed to clarify this (C. Martínez Rivera pers. comm. 2020)."
56608,Eleutherodactylus furcyensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,furcyensis,,,,,"Shreve &amp; Williams, 1963",""
56617,Eleutherodactylus glandulifer,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glandulifer,,,,,"Cochran, 1935",""
56618,Eleutherodactylus glanduliferoides,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,glanduliferoides,,,,,"Shreve, 1936",""
56681,Eleutherodactylus jamaicensis,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jamaicensis,,,,,"Barbour, 1910",""
56688,Eleutherodactylus jugans,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,jugans,,,,,"Cochran, 1937",""
56698,Eleutherodactylus lamprotes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lamprotes,,,,,"Schwartz, 1973",""
56730,Eleutherodactylus lucioi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,lucioi,,,,,"Schwartz, 1980",""
56796,Eleutherodactylus nortoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,nortoni,,,,,"Schwartz, 1976",""
56813,Eleutherodactylus orcutti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,orcutti,,,,,"Dunn, 1928",""
56819,Eleutherodactylus oxyrhyncus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,oxyrhyncus,,,,,"(Dumeril &amp; Bibron, 1841)",""
56827,Eleutherodactylus parapelates,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,parapelates,,,,,"Hedges &amp; Thomas, 1987",""
56836,Eleutherodactylus paulsoni,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,paulsoni,,,,,"Schwartz, 1964",""
56874,Eleutherodactylus poolei,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,poolei,,,,,"Cochran, 1938",""
56888,Craugastor punctariolus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Craugastor,punctariolus,,,,,"(Peters, 1863)",This species was previously included in the genus Eleutherodactylus (Crawford and Smith 2005). Genetic analysis of animals in the captive collection may represent disparate cryptic species (Crawford et al. 2013).
56909,Eleutherodactylus rhodesi,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,rhodesi,,,,,"Schwartz, 1980","This taxon is presently considered valid, but is very likely to be a junior synonym of Eleutherodactylus weinlandi based on genetics and morphology (S.B. Hedges pers. comm. 2021)."
213610247,Eleutherodactylus schmidti,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,schmidti,,,,,"Noble, 1923",""
56955,Eleutherodactylus sciagraphus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,sciagraphus,,,,,"Schwartz, 1973",This taxon is very likely a junior synonym of Eleutherodactylus glandulifer (Hispaniola Red List Assessment Workshop 2020; S.B. Hedges pers. comm. 2021).
57004,Eleutherodactylus thorectes,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,thorectes,,,,,"Hedges, 1988",""
57034,Eleutherodactylus ventrilineatus,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,Eleutherodactylus,ventrilineatus,,,,,"(Shreve, 1936)",""
